"featureid","final_taxonomy"
"dbda48d76f197c312017cb920fca44c5","Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Catapyrenium;Catapyrenium daedaleum"
"858a9488d87d2b6cc0b1d6760997b369","Eukaryota;Gblock_18S_FlameShell_wombat;synthclass;synthorder;synthfam;FlameBat;FlameBat synthetic"
"2a3083c0aa8ad12f19d89af6ebdb596b","Eukaryota;Oomycota;unclassified;Saprolegniales;Saprolegniaceae;Saprolegnia;Saprolegnia parasitica"
"8f184046743a92c74e1104467717c11c","Eukaryota"
"1d8ea23891912d233188e9ef2f59b6c1","Eukaryota;Arthropoda;Malacostraca;Decapoda;Pandalidae;Pandalus"
"1ce110639a1785d350bdbec7521a99f7","Eukaryota"
"fe90d1632198d67f5f955cb3f8bdfe91","Eukaryota;Chordata;Hyperoartia;Petromyzontiformes;Petromyzontidae;Lampetra;Lampetra fluviatilis"
"00fdda492a71b81ddaf3ebf88331511f","Eukaryota;Streptophyta;Magnoliopsida"
"966b5c7c268f8de4a011c8fde1c4e0b7","Eukaryota;Streptophyta;Magnoliopsida"
"08f6a117d31d487dd79247548cb71671","Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;Alosa sapidissima"
"adbbb829ffe39831e89262a24c3740a5","Eukaryota;Chordata;Mammalia"
"bbd01abdb1dfde9a55247970dcd70e19","Eukaryota;Arthropoda;Chilopoda;Scolopendromorpha;Scolopendridae;Otostigmus;Otostigmus spinicaudus"
"95dbe16d06fd38a55be14a65977cd57c","Eukaryota;Ascomycota"
"8adfda62d0604dded3255486385d656a","Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;Alosa sapidissima"
"61771657cced3230616d8f4869a805a5","Eukaryota"
"746a2b2f9c0d5ccb386c1ad55ff0833f","Eukaryota;Nemertea;Enopla;Monostilifera;Tetrastemmatidae;Tetrastemma;Tetrastemma vermiculus"
"1da267e365ff228d0dfdf09b1c229261","Eukaryota;Basidiomycota"
"562ae20eb645d82ada384451712eaede","Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae"
"f37381f465616ea53e076754824f2344","Eukaryota"
"dac4fc52090cbd03af5c0a796e12d923","Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;Alosa sapidissima"
"4a21a8adecfbe521896c3ac231b43624","Eukaryota;Arthropoda;Malacostraca;Decapoda"
"4ac45ed46b2498da1d43335967f87fc3","Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Catapyrenium;Catapyrenium daedaleum"
"072d5216ec5fdd6374e086b7c465a29b","Eukaryota;Chordata;Mammalia"
"38690d3925c8d0b09fac3682e7b1c6a1","Eukaryota;Basidiomycota"
