"samplename","time","sampletype","stationname","biol","tech","species_name","Nreads","station_num","station_type","model_out_name"
"TM_03_SpDog","1","TM","SpDog","3",1,"Actinopteri",10658,13,"TissueMix","1_TM_13_3"
"TM_01_B_Skate_R2","1","TM","B_Skate","1",2,"Actinopteri",44856,1,"TissueMix","1_TM_1_1"
"TM_02_B_Skate","1","TM","B_Skate","2",1,"Actinopteri",71740,1,"TissueMix","1_TM_1_2"
"TM_01_Lnose_skate","1","TM","Lnose_skate","1",1,"Actinopteri",11353,5,"TissueMix","1_TM_5_1"
"TM_02_Lnose_skate","1","TM","Lnose_skate","2",1,"Actinopteri",20987,5,"TissueMix","1_TM_5_2"
"TM_03_Lnose_skate","1","TM","Lnose_skate","3",1,"Actinopteri",48341,5,"TissueMix","1_TM_5_3"
"TM_03_RivLamp","1","TM","RivLamp","3",1,"Actinopteri",33053,12,"TissueMix","1_TM_12_3"
"TM_01_SqVAQ_01","1","TM","SqVAQ","1",1,"Actinopteri",56286,15,"TissueMix","1_TM_15_1"
"TM_01_SqVAQ_02","1","TM","SqVAQ","1",2,"Actinopteri",93830,15,"TissueMix","1_TM_15_1"
"TM_01_SqVAQ_03","1","TM","SqVAQ","1",3,"Actinopteri",89559,15,"TissueMix","1_TM_15_1"
"TM_01_StubSq_R1","1","TM","StubSq","1",1,"Actinopteri",133380,16,"TissueMix","1_TM_16_1"
"TM_01_StubSq_R2","1","TM","StubSq","1",2,"Actinopteri",124787,16,"TissueMix","1_TM_16_1"
"TM_01_StubSq_R3","1","TM","StubSq","1",3,"Actinopteri",127978,16,"TissueMix","1_TM_16_1"
"TM_02_MusPolyWorm","1","TM","MusPolyWorm","2",1,"Actinopteri",67285,8,"TissueMix","1_TM_8_2"
"TM_02_VAQShrimp","1","TM","VAQShrimp","2",1,"Actinopteri",146997,17,"TissueMix","1_TM_17_2"
"PvCF_D1_04_TR1","1","PvCF","D1","4",1,"Rajidae",0,1,"Diet","1_PvCF_1_4"
"PvCF_D1_10_TR1","1","PvCF","D1","10",1,"Rajidae",0,1,"Diet","1_PvCF_1_10"
"PvCF_D1_11_TR1","1","PvCF","D1","11",1,"Rajidae",0,1,"Diet","1_PvCF_1_11"
"PvCF_D1_11_TR2","1","PvCF","D1","11",2,"Rajidae",0,1,"Diet","1_PvCF_1_11"
"PvCF_D1_11_TR3","1","PvCF","D1","11",3,"Rajidae",0,1,"Diet","1_PvCF_1_11"
"PvCF_D1_13_TR1","1","PvCF","D1","13",1,"Rajidae",0,1,"Diet","1_PvCF_1_13"
"PvCF_D1_13_TR2","1","PvCF","D1","13",2,"Rajidae",0,1,"Diet","1_PvCF_1_13"
"PvCF_D1_13_TR3","1","PvCF","D1","13",3,"Rajidae",0,1,"Diet","1_PvCF_1_13"
"PvCF_D1_14_TR1","1","PvCF","D1","14",1,"Rajidae",0,1,"Diet","1_PvCF_1_14"
"PvCF_D1_15_TR1","1","PvCF","D1","15",1,"Rajidae",0,1,"Diet","1_PvCF_1_15"
"PvCF_D2_01_TR1","1","PvCF","D2","1",1,"Rajidae",0,2,"Diet","1_PvCF_2_1"
"PvCF_D2_01_TR2","1","PvCF","D2","1",2,"Rajidae",0,2,"Diet","1_PvCF_2_1"
"PvCF_D2_01_TR3","1","PvCF","D2","1",3,"Rajidae",0,2,"Diet","1_PvCF_2_1"
"PvCF_D2_02_TR1","1","PvCF","D2","2",1,"Rajidae",0,2,"Diet","1_PvCF_2_2"
"PvCF_D2_02_TR3","1","PvCF","D2","2",3,"Rajidae",0,2,"Diet","1_PvCF_2_2"
"PvCF_D2_03_TR1","1","PvCF","D2","3",1,"Rajidae",0,2,"Diet","1_PvCF_2_3"
"PvCF_D2_03_TR2","1","PvCF","D2","3",2,"Rajidae",0,2,"Diet","1_PvCF_2_3"
"PvCF_D2_03_TR3","1","PvCF","D2","3",3,"Rajidae",0,2,"Diet","1_PvCF_2_3"
"PvCF_D2_04_TR1","1","PvCF","D2","4",1,"Rajidae",0,2,"Diet","1_PvCF_2_4"
"PvCF_D2_04_TR2","1","PvCF","D2","4",2,"Rajidae",0,2,"Diet","1_PvCF_2_4"
"PvCF_D2_04_TR3","1","PvCF","D2","4",3,"Rajidae",0,2,"Diet","1_PvCF_2_4"
"PvCF_D2_05_TR1","1","PvCF","D2","5",1,"Rajidae",0,2,"Diet","1_PvCF_2_5"
"PvCF_D2_05_TR2","1","PvCF","D2","5",2,"Rajidae",0,2,"Diet","1_PvCF_2_5"
"PvCF_D2_05_TR3","1","PvCF","D2","5",3,"Rajidae",0,2,"Diet","1_PvCF_2_5"
"PvCF_D2_06_TR1","1","PvCF","D2","6",1,"Rajidae",0,2,"Diet","1_PvCF_2_6"
"PvCF_D2_06_TR2","1","PvCF","D2","6",2,"Rajidae",0,2,"Diet","1_PvCF_2_6"
"PvCF_D2_06_TR3","1","PvCF","D2","6",3,"Rajidae",0,2,"Diet","1_PvCF_2_6"
"PvCF_D2_07_TR1","1","PvCF","D2","7",1,"Rajidae",0,2,"Diet","1_PvCF_2_7"
"PvCF_D2_07_TR2","1","PvCF","D2","7",2,"Rajidae",0,2,"Diet","1_PvCF_2_7"
"PvCF_D2_07_TR3","1","PvCF","D2","7",3,"Rajidae",0,2,"Diet","1_PvCF_2_7"
"PvCF_D2_08_TR1","1","PvCF","D2","8",1,"Rajidae",0,2,"Diet","1_PvCF_2_8"
"PvCF_D2_08_TR2","1","PvCF","D2","8",2,"Rajidae",0,2,"Diet","1_PvCF_2_8"
"PvCF_D2_08_TR3","1","PvCF","D2","8",3,"Rajidae",0,2,"Diet","1_PvCF_2_8"
"PvCF_D2_09_TR1","1","PvCF","D2","9",1,"Rajidae",0,2,"Diet","1_PvCF_2_9"
"PvCF_D2_09_TR2","1","PvCF","D2","9",2,"Rajidae",0,2,"Diet","1_PvCF_2_9"
"PvCF_D2_09_TR3","1","PvCF","D2","9",3,"Rajidae",0,2,"Diet","1_PvCF_2_9"
"PvCF_D2_10_TR1","1","PvCF","D2","10",1,"Rajidae",0,2,"Diet","1_PvCF_2_10"
"PvCF_D2_10_TR2","1","PvCF","D2","10",2,"Rajidae",0,2,"Diet","1_PvCF_2_10"
"PvCF_D2_10_TR3","1","PvCF","D2","10",3,"Rajidae",0,2,"Diet","1_PvCF_2_10"
"PvCF_D2_11_TR1","1","PvCF","D2","11",1,"Rajidae",0,2,"Diet","1_PvCF_2_11"
"PvCF_D3_01_TR1","1","PvCF","D3","1",1,"Rajidae",0,3,"Diet","1_PvCF_3_1"
"PvCF_D3_01_TR2","1","PvCF","D3","1",2,"Rajidae",0,3,"Diet","1_PvCF_3_1"
"PvCF_D3_01_TR3","1","PvCF","D3","1",3,"Rajidae",0,3,"Diet","1_PvCF_3_1"
"PvCF_D3_02_TR1","1","PvCF","D3","2",1,"Rajidae",0,3,"Diet","1_PvCF_3_2"
"PvCF_D3_03_TR2","1","PvCF","D3","3",2,"Rajidae",0,3,"Diet","1_PvCF_3_3"
"PvCF_D3_03_TR3","1","PvCF","D3","3",3,"Rajidae",0,3,"Diet","1_PvCF_3_3"
"PvCF_D3_04_TR1","1","PvCF","D3","4",1,"Rajidae",0,3,"Diet","1_PvCF_3_4"
"PvCF_D3_05_TR1","1","PvCF","D3","5",1,"Rajidae",0,3,"Diet","1_PvCF_3_5"
"PvCF_D3_05_TR2","1","PvCF","D3","5",2,"Rajidae",0,3,"Diet","1_PvCF_3_5"
"PvCF_D3_05_TR3","1","PvCF","D3","5",3,"Rajidae",0,3,"Diet","1_PvCF_3_5"
"PvCF_D3_06_TR1","1","PvCF","D3","6",1,"Rajidae",0,3,"Diet","1_PvCF_3_6"
"PvCF_D3_07_TR1","1","PvCF","D3","7",1,"Rajidae",0,3,"Diet","1_PvCF_3_7"
"PvCF_D3_07_TR2","1","PvCF","D3","7",2,"Rajidae",0,3,"Diet","1_PvCF_3_7"
"PvCF_D3_07_TR3","1","PvCF","D3","7",3,"Rajidae",0,3,"Diet","1_PvCF_3_7"
"PvCF_D3_08_TR1","1","PvCF","D3","8",1,"Rajidae",0,3,"Diet","1_PvCF_3_8"
"PvCF_D3_08_TR2","1","PvCF","D3","8",2,"Rajidae",0,3,"Diet","1_PvCF_3_8"
"PvCF_D3_08_TR3","1","PvCF","D3","8",3,"Rajidae",0,3,"Diet","1_PvCF_3_8"
"PvCF_D3_09_TR1","1","PvCF","D3","9",1,"Rajidae",0,3,"Diet","1_PvCF_3_9"
"PvCF_D3_09_TR2","1","PvCF","D3","9",2,"Rajidae",0,3,"Diet","1_PvCF_3_9"
"PvCF_D3_09_TR3","1","PvCF","D3","9",3,"Rajidae",0,3,"Diet","1_PvCF_3_9"
"PvCF_D3_10_TR1","1","PvCF","D3","10",1,"Rajidae",0,3,"Diet","1_PvCF_3_10"
"PvCF_D3_10_TR2","1","PvCF","D3","10",2,"Rajidae",0,3,"Diet","1_PvCF_3_10"
"PvCF_D3_10_TR3","1","PvCF","D3","10",3,"Rajidae",0,3,"Diet","1_PvCF_3_10"
"PvCF_D3_11_TR1","1","PvCF","D3","11",1,"Rajidae",0,3,"Diet","1_PvCF_3_11"
"PvCF_D3_12_TR1","1","PvCF","D3","12",1,"Rajidae",0,3,"Diet","1_PvCF_3_12"
"PvCF_D3_13_TR1","1","PvCF","D3","13",1,"Rajidae",0,3,"Diet","1_PvCF_3_13"
"PvCF_D3_13_TR2","1","PvCF","D3","13",2,"Rajidae",0,3,"Diet","1_PvCF_3_13"
"PvCF_D3_13_TR3","1","PvCF","D3","13",3,"Rajidae",0,3,"Diet","1_PvCF_3_13"
"PvCF_D3_14_TR1","1","PvCF","D3","14",1,"Rajidae",0,3,"Diet","1_PvCF_3_14"
"PvCF_D3_14_TR2","1","PvCF","D3","14",2,"Rajidae",0,3,"Diet","1_PvCF_3_14"
"PvCF_D3_15_TR1","1","PvCF","D3","15",1,"Rajidae",0,3,"Diet","1_PvCF_3_15"
"PvCF_D3_15_TR2","1","PvCF","D3","15",2,"Rajidae",0,3,"Diet","1_PvCF_3_15"
"PvCF_D3_15_TR3","1","PvCF","D3","15",3,"Rajidae",0,3,"Diet","1_PvCF_3_15"
"PvCF_D4_01_TR1","1","PvCF","D4","1",1,"Rajidae",0,4,"Diet","1_PvCF_4_1"
"PvCF_D4_01_TR2","1","PvCF","D4","1",2,"Rajidae",0,4,"Diet","1_PvCF_4_1"
"PvCF_D4_01_TR3","1","PvCF","D4","1",3,"Rajidae",0,4,"Diet","1_PvCF_4_1"
"PvCF_D4_02_TR1","1","PvCF","D4","2",1,"Rajidae",0,4,"Diet","1_PvCF_4_2"
"PvCF_D4_03_TR2","1","PvCF","D4","3",2,"Rajidae",0,4,"Diet","1_PvCF_4_3"
"PvCF_D4_03_TR3","1","PvCF","D4","3",3,"Rajidae",0,4,"Diet","1_PvCF_4_3"
"PvCF_D4_04_TR1","1","PvCF","D4","4",1,"Rajidae",0,4,"Diet","1_PvCF_4_4"
"PvCF_D4_04_TR2","1","PvCF","D4","4",2,"Rajidae",0,4,"Diet","1_PvCF_4_4"
"PvCF_D4_04_TR3","1","PvCF","D4","4",3,"Rajidae",0,4,"Diet","1_PvCF_4_4"
"PvCF_D4_05_TR1","1","PvCF","D4","5",1,"Rajidae",0,4,"Diet","1_PvCF_4_5"
"PvCF_D4_05_TR2","1","PvCF","D4","5",2,"Rajidae",0,4,"Diet","1_PvCF_4_5"
"PvCF_D4_05_TR3","1","PvCF","D4","5",3,"Rajidae",0,4,"Diet","1_PvCF_4_5"
"PvCF_D4_07_TR1","1","PvCF","D4","7",1,"Rajidae",0,4,"Diet","1_PvCF_4_7"
"PvCF_D4_07_TR2","1","PvCF","D4","7",2,"Rajidae",0,4,"Diet","1_PvCF_4_7"
"PvCF_D4_08_TR1","1","PvCF","D4","8",1,"Rajidae",0,4,"Diet","1_PvCF_4_8"
"PvCF_D4_08_TR2","1","PvCF","D4","8",2,"Rajidae",0,4,"Diet","1_PvCF_4_8"
"PvCF_D4_08_TR3","1","PvCF","D4","8",3,"Rajidae",0,4,"Diet","1_PvCF_4_8"
"PvCF_D4_09_TR1","1","PvCF","D4","9",1,"Rajidae",0,4,"Diet","1_PvCF_4_9"
"PvCF_D4_09_TR2","1","PvCF","D4","9",2,"Rajidae",0,4,"Diet","1_PvCF_4_9"
"PvCF_D4_10_TR1","1","PvCF","D4","10",1,"Rajidae",0,4,"Diet","1_PvCF_4_10"
"PvCF_D4_10_TR2","1","PvCF","D4","10",2,"Rajidae",0,4,"Diet","1_PvCF_4_10"
"PvCF_D4_10_TR3","1","PvCF","D4","10",3,"Rajidae",0,4,"Diet","1_PvCF_4_10"
"PvCF_D4_11_TR1","1","PvCF","D4","11",1,"Rajidae",0,4,"Diet","1_PvCF_4_11"
"PvCF_D4_12_TR2","1","PvCF","D4","12",2,"Rajidae",0,4,"Diet","1_PvCF_4_12"
"PvCF_D4_12_TR3","1","PvCF","D4","12",3,"Rajidae",0,4,"Diet","1_PvCF_4_12"
"PvCF_D4_13_TR1","1","PvCF","D4","13",1,"Rajidae",0,4,"Diet","1_PvCF_4_13"
"PvCF_D5_01_TR1","1","PvCF","D5","1",1,"Rajidae",0,5,"Diet","1_PvCF_5_1"
"PvCF_D5_01_TR2","1","PvCF","D5","1",2,"Rajidae",0,5,"Diet","1_PvCF_5_1"
"PvCF_D5_01_TR3","1","PvCF","D5","1",3,"Rajidae",0,5,"Diet","1_PvCF_5_1"
"PvCF_D5_02_TR1","1","PvCF","D5","2",1,"Rajidae",0,5,"Diet","1_PvCF_5_2"
"PvCF_D5_02_TR2","1","PvCF","D5","2",2,"Rajidae",0,5,"Diet","1_PvCF_5_2"
"PvCF_D5_02_TR3","1","PvCF","D5","2",3,"Rajidae",0,5,"Diet","1_PvCF_5_2"
"PvCF_D5_03_TR1","1","PvCF","D5","3",1,"Rajidae",0,5,"Diet","1_PvCF_5_3"
"PvCF_D5_04_TR1","1","PvCF","D5","4",1,"Rajidae",0,5,"Diet","1_PvCF_5_4"
"PvCF_D5_04_TR2","1","PvCF","D5","4",2,"Rajidae",0,5,"Diet","1_PvCF_5_4"
"PvCF_D5_04_TR3","1","PvCF","D5","4",3,"Rajidae",0,5,"Diet","1_PvCF_5_4"
"PvCF_D5_05_TR1","1","PvCF","D5","5",1,"Rajidae",0,5,"Diet","1_PvCF_5_5"
"PvCF_D5_05_TR2","1","PvCF","D5","5",2,"Rajidae",0,5,"Diet","1_PvCF_5_5"
"PvCF_D5_05_TR3","1","PvCF","D5","5",3,"Rajidae",0,5,"Diet","1_PvCF_5_5"
"PvCF_D5_06_TR1","1","PvCF","D5","6",1,"Rajidae",0,5,"Diet","1_PvCF_5_6"
"PvCF_D5_07_TR1","1","PvCF","D5","7",1,"Rajidae",0,5,"Diet","1_PvCF_5_7"
"PvCF_D5_07_TR2","1","PvCF","D5","7",2,"Rajidae",0,5,"Diet","1_PvCF_5_7"
"PvCF_D5_07_TR3","1","PvCF","D5","7",3,"Rajidae",0,5,"Diet","1_PvCF_5_7"
"PvCF_D5_08_TR1","1","PvCF","D5","8",1,"Rajidae",0,5,"Diet","1_PvCF_5_8"
"PvCF_D5_08_TR2","1","PvCF","D5","8",2,"Rajidae",0,5,"Diet","1_PvCF_5_8"
"PvCF_D5_08_TR3","1","PvCF","D5","8",3,"Rajidae",0,5,"Diet","1_PvCF_5_8"
"PvCF_D5_09_TR1","1","PvCF","D5","9",1,"Rajidae",0,5,"Diet","1_PvCF_5_9"
"PvCF_D5_09_TR2","1","PvCF","D5","9",2,"Rajidae",0,5,"Diet","1_PvCF_5_9"
"PvCF_D5_09_TR3","1","PvCF","D5","9",3,"Rajidae",0,5,"Diet","1_PvCF_5_9"
"PvCF_D5_10_TR1","1","PvCF","D5","10",1,"Rajidae",0,5,"Diet","1_PvCF_5_10"
"PvCF_D5_11_TR1","1","PvCF","D5","11",1,"Rajidae",0,5,"Diet","1_PvCF_5_11"
"PvCF_D5_11_TR2","1","PvCF","D5","11",2,"Rajidae",0,5,"Diet","1_PvCF_5_11"
"PvCF_D5_11_TR3","1","PvCF","D5","11",3,"Rajidae",0,5,"Diet","1_PvCF_5_11"
"PvCF_D5_12_TR1","1","PvCF","D5","12",1,"Rajidae",0,5,"Diet","1_PvCF_5_12"
"PvCF_D5_12_TR2","1","PvCF","D5","12",2,"Rajidae",0,5,"Diet","1_PvCF_5_12"
"PvCF_D5_12_TR3","1","PvCF","D5","12",3,"Rajidae",0,5,"Diet","1_PvCF_5_12"
"PvCF_D5_13_TR1","1","PvCF","D5","13",1,"Rajidae",0,5,"Diet","1_PvCF_5_13"
"PvCF_D5_14_TR1","1","PvCF","D5","14",1,"Rajidae",0,5,"Diet","1_PvCF_5_14"
"PvCF_D5_14_TR2","1","PvCF","D5","14",2,"Rajidae",0,5,"Diet","1_PvCF_5_14"
"PvCF_D5_14_TR3","1","PvCF","D5","14",3,"Rajidae",0,5,"Diet","1_PvCF_5_14"
"PvCF_D5_15_TR1","1","PvCF","D5","15",1,"Rajidae",0,5,"Diet","1_PvCF_5_15"
"PvCF_D5_16_TR1","1","PvCF","D5","16",1,"Rajidae",0,5,"Diet","1_PvCF_5_16"
"PvCF_D6_01_TR1","1","PvCF","D6","1",1,"Rajidae",0,6,"Diet","1_PvCF_6_1"
"PvCF_D6_02_TR1","1","PvCF","D6","2",1,"Rajidae",0,6,"Diet","1_PvCF_6_2"
"PvCF_D6_02_TR2","1","PvCF","D6","2",2,"Rajidae",0,6,"Diet","1_PvCF_6_2"
"PvCF_D6_02_TR3","1","PvCF","D6","2",3,"Rajidae",0,6,"Diet","1_PvCF_6_2"
"PvCF_D6_03_TR1","1","PvCF","D6","3",1,"Rajidae",0,6,"Diet","1_PvCF_6_3"
"PvCF_D6_03_TR2","1","PvCF","D6","3",2,"Rajidae",0,6,"Diet","1_PvCF_6_3"
"PvCF_D6_03_TR3","1","PvCF","D6","3",3,"Rajidae",0,6,"Diet","1_PvCF_6_3"
"PvCF_D6_04_TR1","1","PvCF","D6","4",1,"Rajidae",0,6,"Diet","1_PvCF_6_4"
"PvCF_D6_05_TR1","1","PvCF","D6","5",1,"Rajidae",0,6,"Diet","1_PvCF_6_5"
"PvCF_D6_05_TR2","1","PvCF","D6","5",2,"Rajidae",0,6,"Diet","1_PvCF_6_5"
"PvCF_D6_05_TR3","1","PvCF","D6","5",3,"Rajidae",0,6,"Diet","1_PvCF_6_5"
"PvCF_D6_06_TR1","1","PvCF","D6","6",1,"Rajidae",0,6,"Diet","1_PvCF_6_6"
"PvCF_D6_06_TR2","1","PvCF","D6","6",2,"Rajidae",0,6,"Diet","1_PvCF_6_6"
"PvCF_D6_06_TR3","1","PvCF","D6","6",3,"Rajidae",0,6,"Diet","1_PvCF_6_6"
"PvCF_D6_07_TR1","1","PvCF","D6","7",1,"Rajidae",0,6,"Diet","1_PvCF_6_7"
"PvCF_D6_07_TR3","1","PvCF","D6","7",3,"Rajidae",0,6,"Diet","1_PvCF_6_7"
"PvCF_D6_08_TR1","1","PvCF","D6","8",1,"Rajidae",0,6,"Diet","1_PvCF_6_8"
"PvCF_D6_08_TR2","1","PvCF","D6","8",2,"Rajidae",0,6,"Diet","1_PvCF_6_8"
"PvCF_D6_08_TR3","1","PvCF","D6","8",3,"Rajidae",0,6,"Diet","1_PvCF_6_8"
"PvCF_D6_09_TR1","1","PvCF","D6","9",1,"Rajidae",0,6,"Diet","1_PvCF_6_9"
"PvCF_D6_10_TR1","1","PvCF","D6","10",1,"Rajidae",0,6,"Diet","1_PvCF_6_10"
"PvCF_D6_10_TR2","1","PvCF","D6","10",2,"Rajidae",0,6,"Diet","1_PvCF_6_10"
"PvCF_D6_10_TR3","1","PvCF","D6","10",3,"Rajidae",0,6,"Diet","1_PvCF_6_10"
"PvCF_D6_11_TR1","1","PvCF","D6","11",1,"Rajidae",0,6,"Diet","1_PvCF_6_11"
"PvCF_D6_11_TR2","1","PvCF","D6","11",2,"Rajidae",0,6,"Diet","1_PvCF_6_11"
"PvCF_D6_11_TR3","1","PvCF","D6","11",3,"Rajidae",0,6,"Diet","1_PvCF_6_11"
"PvCF_D6_12_TR1","1","PvCF","D6","12",1,"Rajidae",0,6,"Diet","1_PvCF_6_12"
"PvCF_D6_12_TR2","1","PvCF","D6","12",2,"Rajidae",0,6,"Diet","1_PvCF_6_12"
"PvCF_D6_12_TR3","1","PvCF","D6","12",3,"Rajidae",0,6,"Diet","1_PvCF_6_12"
"PvCF_D6_13_TR1","1","PvCF","D6","13",1,"Rajidae",0,6,"Diet","1_PvCF_6_13"
"PvCF_D6_14_TR1","1","PvCF","D6","14",1,"Rajidae",0,6,"Diet","1_PvCF_6_14"
"PvCF_D6_14_TR2","1","PvCF","D6","14",2,"Rajidae",0,6,"Diet","1_PvCF_6_14"
"PvCF_D6_14_TR3","1","PvCF","D6","14",3,"Rajidae",0,6,"Diet","1_PvCF_6_14"
"PvCF_D6_15_TR1","1","PvCF","D6","15",1,"Rajidae",0,6,"Diet","1_PvCF_6_15"
"PvCF_D6_16_TR1","1","PvCF","D6","16",1,"Rajidae",0,6,"Diet","1_PvCF_6_16"
"PvCF_D6_17_TR1","1","PvCF","D6","17",1,"Rajidae",0,6,"Diet","1_PvCF_6_17"
"PvCF_D6_18_TR1","1","PvCF","D6","18",1,"Rajidae",0,6,"Diet","1_PvCF_6_18"
"PvCF_D6_19_TR1","1","PvCF","D6","19",1,"Rajidae",0,6,"Diet","1_PvCF_6_19"
"PvCF_D6_19_TR2","1","PvCF","D6","19",2,"Rajidae",0,6,"Diet","1_PvCF_6_19"
"PvCF_D6_19_TR3","1","PvCF","D6","19",3,"Rajidae",0,6,"Diet","1_PvCF_6_19"
"TM_01_B_Skate_R1","1","TM","B_Skate","1",1,"Rajidae",0,1,"TissueMix","1_TM_1_1"
"TM_01_MgArmSq","1","TM","MgArmSq","1",1,"Rajidae",0,6,"TissueMix","1_TM_6_1"
"TM_02_MgArmSq","1","TM","MgArmSq","2",1,"Rajidae",0,6,"TissueMix","1_TM_6_2"
"TM_03_MgArmSq","1","TM","MgArmSq","3",1,"Rajidae",0,6,"TissueMix","1_TM_6_3"
"TM_01_BayShr","1","TM","BayShr","1",1,"Rajidae",0,2,"TissueMix","1_TM_2_1"
"TM_02_BayShr","1","TM","BayShr","2",1,"Rajidae",0,2,"TissueMix","1_TM_2_2"
"TM_03_BayShr","1","TM","BayShr","3",1,"Rajidae",0,2,"TissueMix","1_TM_2_3"
"TM_01_MktSq","1","TM","MktSq","1",1,"Rajidae",0,7,"TissueMix","1_TM_7_1"
"TM_02_MktSq","1","TM","MktSq","2",1,"Rajidae",0,7,"TissueMix","1_TM_7_2"
"TM_03_MktSq","1","TM","MktSq","3",1,"Rajidae",0,7,"TissueMix","1_TM_7_3"
"TM_01_GPO","1","TM","GPO","1",1,"Rajidae",0,4,"TissueMix","1_TM_4_1"
"TM_02_GPO","1","TM","GPO","2",1,"Rajidae",0,4,"TissueMix","1_TM_4_2"
"TM_02_GPO_R2","1","TM","GPO","2",2,"Rajidae",0,4,"TissueMix","1_TM_4_2"
"TM_01_Ratfish","1","TM","Ratfish","1",1,"Rajidae",0,10,"TissueMix","1_TM_10_1"
"TM_01_RedOcto_01","1","TM","RedOcto","1",1,"Rajidae",0,11,"TissueMix","1_TM_11_1"
"TM_01_RedOcto_02","1","TM","RedOcto","1",2,"Rajidae",0,11,"TissueMix","1_TM_11_1"
"TM_01_RedOcto_03","1","TM","RedOcto","1",3,"Rajidae",0,11,"TissueMix","1_TM_11_1"
"TM_01_CoonStShrp","1","TM","CoonStShrp","1",1,"Rajidae",0,3,"TissueMix","1_TM_3_1"
"TM_02_CoonStShrp_R2","1","TM","CoonStShrp","2",2,"Rajidae",0,3,"TissueMix","1_TM_3_2"
"TM_01_SptPrawn","1","TM","SptPrawn","1",1,"Rajidae",0,14,"TissueMix","1_TM_14_1"
"TM_03_SptPrawn","1","TM","SptPrawn","3",1,"Rajidae",0,14,"TissueMix","1_TM_14_3"
"TM_02_SptPrawn","1","TM","SptPrawn","2",1,"Rajidae",0,14,"TissueMix","1_TM_14_2"
"TM_01_PnkShrmp","1","TM","PnkShrmp","1",1,"Rajidae",0,9,"TissueMix","1_TM_9_1"
"TM_03_PnkShrmp","1","TM","PnkShrmp","3",1,"Rajidae",0,9,"TissueMix","1_TM_9_3"
"TM_01_SpDog","1","TM","SpDog","1",1,"Rajidae",0,13,"TissueMix","1_TM_13_1"
"TM_02_SpDog","1","TM","SpDog","2",1,"Rajidae",0,13,"TissueMix","1_TM_13_2"
"TM_03_SpDog","1","TM","SpDog","3",1,"Rajidae",0,13,"TissueMix","1_TM_13_3"
"TM_01_B_Skate_R2","1","TM","B_Skate","1",2,"Rajidae",0,1,"TissueMix","1_TM_1_1"
"TM_02_B_Skate","1","TM","B_Skate","2",1,"Rajidae",102,1,"TissueMix","1_TM_1_2"
"TM_01_Lnose_skate","1","TM","Lnose_skate","1",1,"Rajidae",42288,5,"TissueMix","1_TM_5_1"
"TM_02_Lnose_skate","1","TM","Lnose_skate","2",1,"Rajidae",77270,5,"TissueMix","1_TM_5_2"
"TM_03_Lnose_skate","1","TM","Lnose_skate","3",1,"Rajidae",51372,5,"TissueMix","1_TM_5_3"
"TM_03_RivLamp","1","TM","RivLamp","3",1,"Rajidae",0,12,"TissueMix","1_TM_12_3"
"TM_01_SqVAQ_01","1","TM","SqVAQ","1",1,"Rajidae",0,15,"TissueMix","1_TM_15_1"
"TM_01_SqVAQ_02","1","TM","SqVAQ","1",2,"Rajidae",0,15,"TissueMix","1_TM_15_1"
"TM_01_SqVAQ_03","1","TM","SqVAQ","1",3,"Rajidae",0,15,"TissueMix","1_TM_15_1"
"TM_01_StubSq_R1","1","TM","StubSq","1",1,"Rajidae",0,16,"TissueMix","1_TM_16_1"
"TM_01_StubSq_R2","1","TM","StubSq","1",2,"Rajidae",0,16,"TissueMix","1_TM_16_1"
"TM_01_StubSq_R3","1","TM","StubSq","1",3,"Rajidae",0,16,"TissueMix","1_TM_16_1"
"TM_02_MusPolyWorm","1","TM","MusPolyWorm","2",1,"Rajidae",0,8,"TissueMix","1_TM_8_2"
"TM_02_VAQShrimp","1","TM","VAQShrimp","2",1,"Rajidae",0,17,"TissueMix","1_TM_17_2"
"PvCF_D1_04_TR1","1","PvCF","D1","4",1,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_4"
"PvCF_D1_10_TR1","1","PvCF","D1","10",1,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_10"
"PvCF_D1_11_TR1","1","PvCF","D1","11",1,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_11"
"PvCF_D1_11_TR2","1","PvCF","D1","11",2,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_11"
"PvCF_D1_11_TR3","1","PvCF","D1","11",3,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_11"
"PvCF_D1_13_TR1","1","PvCF","D1","13",1,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_13"
"PvCF_D1_13_TR2","1","PvCF","D1","13",2,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_13"
"PvCF_D1_13_TR3","1","PvCF","D1","13",3,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_13"
"PvCF_D1_14_TR1","1","PvCF","D1","14",1,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_14"
"PvCF_D1_15_TR1","1","PvCF","D1","15",1,"Squalus suckleyi",0,1,"Diet","1_PvCF_1_15"
"PvCF_D2_01_TR1","1","PvCF","D2","1",1,"Squalus suckleyi",0,2,"Diet","1_PvCF_2_1"
"PvCF_D2_01_TR2","1","PvCF","D2","1",2,"Squalus suckleyi",0,2,"Diet","1_PvCF_2_1"
