"samplename","time","sampletype","station","biol","tech","species_name","Nreads","station_num","station_type","model_out_name","corrected_prop","median_prop","lower_95","upper_95","sd_prop","total_reads_sample","uncorrected_prop","expected_prop","source","sample_type","sample"
"PvCF_D5_11_TR1",1,"PvCF","D5",11,1,"Cephalopoda",454,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,6027,0.0753276920524307,0.15,"CtrF_Seal2","Diet","PvCF_D5_11"
"PvCF_D5_11_TR2",1,"PvCF","D5",11,2,"Cephalopoda",1332,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,19036,0.0699726833368355,0.15,"CtrF_Seal1","Diet","PvCF_D5_11"
"PvCF_D5_11_TR2",1,"PvCF","D5",11,2,"Cephalopoda",1332,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,19036,0.0699726833368355,0.15,"CtrF_Seal1","Diet","PvCF_D5_11"
"PvCF_D5_11_TR2",1,"PvCF","D5",11,2,"Cephalopoda",1332,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,19036,0.0699726833368355,0.15,"CtrF_Seal1","Diet","PvCF_D5_11"
"PvCF_D5_11_TR2",1,"PvCF","D5",11,2,"Cephalopoda",1332,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,19036,0.0699726833368355,0.15,"CtrF_Seal2","Diet","PvCF_D5_11"
"PvCF_D5_11_TR2",1,"PvCF","D5",11,2,"Cephalopoda",1332,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,19036,0.0699726833368355,0.15,"CtrF_Seal2","Diet","PvCF_D5_11"
"PvCF_D5_11_TR2",1,"PvCF","D5",11,2,"Cephalopoda",1332,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,19036,0.0699726833368355,0.15,"CtrF_Seal2","Diet","PvCF_D5_11"
"PvCF_D5_11_TR3",1,"PvCF","D5",11,3,"Cephalopoda",637,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,6589,0.0966762786462286,0.15,"CtrF_Seal1","Diet","PvCF_D5_11"
"PvCF_D5_11_TR3",1,"PvCF","D5",11,3,"Cephalopoda",637,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,6589,0.0966762786462286,0.15,"CtrF_Seal1","Diet","PvCF_D5_11"
"PvCF_D5_11_TR3",1,"PvCF","D5",11,3,"Cephalopoda",637,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,6589,0.0966762786462286,0.15,"CtrF_Seal1","Diet","PvCF_D5_11"
"PvCF_D5_11_TR3",1,"PvCF","D5",11,3,"Cephalopoda",637,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,6589,0.0966762786462286,0.15,"CtrF_Seal2","Diet","PvCF_D5_11"
"PvCF_D5_11_TR3",1,"PvCF","D5",11,3,"Cephalopoda",637,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,6589,0.0966762786462286,0.15,"CtrF_Seal2","Diet","PvCF_D5_11"
"PvCF_D5_11_TR3",1,"PvCF","D5",11,3,"Cephalopoda",637,5,"Diet","1_PvCF_5_11",0.712061690989069,0.720200975407254,0.533068840970686,0.846738325444208,0.0792190484066902,6589,0.0966762786462286,0.15,"CtrF_Seal2","Diet","PvCF_D5_11"
"PvCF_D5_12_TR1",1,"PvCF","D5",12,1,"Cephalopoda",3576,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,19098,0.187244737668866,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR1",1,"PvCF","D5",12,1,"Cephalopoda",3576,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,19098,0.187244737668866,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR1",1,"PvCF","D5",12,1,"Cephalopoda",3576,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,19098,0.187244737668866,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR1",1,"PvCF","D5",12,1,"Cephalopoda",3576,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,19098,0.187244737668866,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_12_TR1",1,"PvCF","D5",12,1,"Cephalopoda",3576,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,19098,0.187244737668866,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_12_TR1",1,"PvCF","D5",12,1,"Cephalopoda",3576,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,19098,0.187244737668866,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_12_TR2",1,"PvCF","D5",12,2,"Cephalopoda",1124,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,6925,0.162310469314079,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR2",1,"PvCF","D5",12,2,"Cephalopoda",1124,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,6925,0.162310469314079,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR2",1,"PvCF","D5",12,2,"Cephalopoda",1124,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,6925,0.162310469314079,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR2",1,"PvCF","D5",12,2,"Cephalopoda",1124,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,6925,0.162310469314079,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_12_TR2",1,"PvCF","D5",12,2,"Cephalopoda",1124,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,6925,0.162310469314079,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_12_TR2",1,"PvCF","D5",12,2,"Cephalopoda",1124,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,6925,0.162310469314079,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_12_TR3",1,"PvCF","D5",12,3,"Cephalopoda",3703,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,25793,0.143566083821192,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR3",1,"PvCF","D5",12,3,"Cephalopoda",3703,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,25793,0.143566083821192,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR3",1,"PvCF","D5",12,3,"Cephalopoda",3703,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,25793,0.143566083821192,0.15,"CtrF_Seal1","Diet","PvCF_D5_12"
"PvCF_D5_12_TR3",1,"PvCF","D5",12,3,"Cephalopoda",3703,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,25793,0.143566083821192,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_12_TR3",1,"PvCF","D5",12,3,"Cephalopoda",3703,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,25793,0.143566083821192,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_12_TR3",1,"PvCF","D5",12,3,"Cephalopoda",3703,5,"Diet","1_PvCF_5_12",0.858324090780195,0.86601449918416,0.738893714186992,0.934397961468459,0.0495031065204568,25793,0.143566083821192,0.15,"CtrF_Seal2","Diet","PvCF_D5_12"
"PvCF_D5_13_TR1",1,"PvCF","D5",13,1,"Cephalopoda",2264,5,"Diet","1_PvCF_5_13",0.651878768453136,0.656656875038454,0.493924985016734,0.787771008039764,0.0753872513943803,18268,0.123932559667178,0.15,"CtrF_Seal1","Diet","PvCF_D5_13"
"PvCF_D5_13_TR1",1,"PvCF","D5",13,1,"Cephalopoda",2264,5,"Diet","1_PvCF_5_13",0.651878768453136,0.656656875038454,0.493924985016734,0.787771008039764,0.0753872513943803,18268,0.123932559667178,0.15,"CtrF_Seal2","Diet","PvCF_D5_13"
"PvCF_D5_14_TR1",1,"PvCF","D5",14,1,"Cephalopoda",1266,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,8352,0.151580459770115,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR1",1,"PvCF","D5",14,1,"Cephalopoda",1266,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,8352,0.151580459770115,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR1",1,"PvCF","D5",14,1,"Cephalopoda",1266,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,8352,0.151580459770115,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR1",1,"PvCF","D5",14,1,"Cephalopoda",1266,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,8352,0.151580459770115,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_14_TR1",1,"PvCF","D5",14,1,"Cephalopoda",1266,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,8352,0.151580459770115,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_14_TR1",1,"PvCF","D5",14,1,"Cephalopoda",1266,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,8352,0.151580459770115,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_14_TR2",1,"PvCF","D5",14,2,"Cephalopoda",2218,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,15834,0.140078312492106,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR2",1,"PvCF","D5",14,2,"Cephalopoda",2218,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,15834,0.140078312492106,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR2",1,"PvCF","D5",14,2,"Cephalopoda",2218,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,15834,0.140078312492106,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR2",1,"PvCF","D5",14,2,"Cephalopoda",2218,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,15834,0.140078312492106,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_14_TR2",1,"PvCF","D5",14,2,"Cephalopoda",2218,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,15834,0.140078312492106,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_14_TR2",1,"PvCF","D5",14,2,"Cephalopoda",2218,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,15834,0.140078312492106,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_14_TR3",1,"PvCF","D5",14,3,"Cephalopoda",2691,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,18687,0.144003852945898,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR3",1,"PvCF","D5",14,3,"Cephalopoda",2691,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,18687,0.144003852945898,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR3",1,"PvCF","D5",14,3,"Cephalopoda",2691,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,18687,0.144003852945898,0.15,"CtrF_Seal1","Diet","PvCF_D5_14"
"PvCF_D5_14_TR3",1,"PvCF","D5",14,3,"Cephalopoda",2691,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,18687,0.144003852945898,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_14_TR3",1,"PvCF","D5",14,3,"Cephalopoda",2691,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,18687,0.144003852945898,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_14_TR3",1,"PvCF","D5",14,3,"Cephalopoda",2691,5,"Diet","1_PvCF_5_14",0.773997460192944,0.781325461431108,0.632389705197613,0.8776322716455,0.0619159127517935,18687,0.144003852945898,0.15,"CtrF_Seal2","Diet","PvCF_D5_14"
"PvCF_D5_15_TR1",1,"PvCF","D5",15,1,"Cephalopoda",3341,5,"Diet","1_PvCF_5_15",0.635360282371209,0.639694569928537,0.478244434528792,0.773107626438727,0.0759012354226019,22909,0.145837880309049,0.15,"CtrF_Seal1","Diet","PvCF_D5_15"
"PvCF_D5_15_TR1",1,"PvCF","D5",15,1,"Cephalopoda",3341,5,"Diet","1_PvCF_5_15",0.635360282371209,0.639694569928537,0.478244434528792,0.773107626438727,0.0759012354226019,22909,0.145837880309049,0.15,"CtrF_Seal2","Diet","PvCF_D5_15"
"PvCF_D5_16_TR1",1,"PvCF","D5",16,1,"Cephalopoda",2788,5,"Diet","1_PvCF_5_16",0.937602902953651,0.942255746754765,0.874132308905569,0.97396152253501,0.0256108905046815,9191,0.303340224132303,0.15,"CtrF_Seal1","Diet","PvCF_D5_16"
"PvCF_D5_16_TR1",1,"PvCF","D5",16,1,"Cephalopoda",2788,5,"Diet","1_PvCF_5_16",0.937602902953651,0.942255746754765,0.874132308905569,0.97396152253501,0.0256108905046815,9191,0.303340224132303,0.15,"CtrF_Seal2","Diet","PvCF_D5_16"
"PvCF_D6_01_TR1",1,"PvCF","D6",1,1,"Cephalopoda",6026,6,"Diet","1_PvCF_6_1",0.638632588031483,0.642991823980985,0.481297898185796,0.774889370690178,0.0751247454033507,32516,0.185324148111699,0.2,"CtrF_Seal1","Diet","PvCF_D6_1"
"PvCF_D6_01_TR1",1,"PvCF","D6",1,1,"Cephalopoda",6026,6,"Diet","1_PvCF_6_1",0.638632588031483,0.642991823980985,0.481297898185796,0.774889370690178,0.0751247454033507,32516,0.185324148111699,0.2,"CtrF_Seal2","Diet","PvCF_D6_1"
"PvCF_D6_02_TR1",1,"PvCF","D6",2,1,"Cephalopoda",6273,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,23914,0.262314961946977,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR1",1,"PvCF","D6",2,1,"Cephalopoda",6273,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,23914,0.262314961946977,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR1",1,"PvCF","D6",2,1,"Cephalopoda",6273,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,23914,0.262314961946977,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR1",1,"PvCF","D6",2,1,"Cephalopoda",6273,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,23914,0.262314961946977,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_02_TR1",1,"PvCF","D6",2,1,"Cephalopoda",6273,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,23914,0.262314961946977,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_02_TR1",1,"PvCF","D6",2,1,"Cephalopoda",6273,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,23914,0.262314961946977,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_02_TR2",1,"PvCF","D6",2,2,"Cephalopoda",7471,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,28184,0.265079477717854,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR2",1,"PvCF","D6",2,2,"Cephalopoda",7471,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,28184,0.265079477717854,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR2",1,"PvCF","D6",2,2,"Cephalopoda",7471,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,28184,0.265079477717854,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR2",1,"PvCF","D6",2,2,"Cephalopoda",7471,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,28184,0.265079477717854,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_02_TR2",1,"PvCF","D6",2,2,"Cephalopoda",7471,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,28184,0.265079477717854,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_02_TR2",1,"PvCF","D6",2,2,"Cephalopoda",7471,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,28184,0.265079477717854,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_02_TR3",1,"PvCF","D6",2,3,"Cephalopoda",6086,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,21466,0.283518121680798,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR3",1,"PvCF","D6",2,3,"Cephalopoda",6086,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,21466,0.283518121680798,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR3",1,"PvCF","D6",2,3,"Cephalopoda",6086,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,21466,0.283518121680798,0.2,"CtrF_Seal1","Diet","PvCF_D6_2"
"PvCF_D6_02_TR3",1,"PvCF","D6",2,3,"Cephalopoda",6086,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,21466,0.283518121680798,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_02_TR3",1,"PvCF","D6",2,3,"Cephalopoda",6086,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,21466,0.283518121680798,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_02_TR3",1,"PvCF","D6",2,3,"Cephalopoda",6086,6,"Diet","1_PvCF_6_2",0.859832402245802,0.86558489435304,0.761711103861612,0.926692462934178,0.0418982300076156,21466,0.283518121680798,0.2,"CtrF_Seal2","Diet","PvCF_D6_2"
"PvCF_D6_03_TR1",1,"PvCF","D6",3,1,"Cephalopoda",8224,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,32091,0.256271228693403,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR1",1,"PvCF","D6",3,1,"Cephalopoda",8224,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,32091,0.256271228693403,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR1",1,"PvCF","D6",3,1,"Cephalopoda",8224,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,32091,0.256271228693403,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR1",1,"PvCF","D6",3,1,"Cephalopoda",8224,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,32091,0.256271228693403,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_03_TR1",1,"PvCF","D6",3,1,"Cephalopoda",8224,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,32091,0.256271228693403,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_03_TR1",1,"PvCF","D6",3,1,"Cephalopoda",8224,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,32091,0.256271228693403,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_03_TR2",1,"PvCF","D6",3,2,"Cephalopoda",14461,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,49945,0.289538492341576,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR2",1,"PvCF","D6",3,2,"Cephalopoda",14461,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,49945,0.289538492341576,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR2",1,"PvCF","D6",3,2,"Cephalopoda",14461,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,49945,0.289538492341576,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR2",1,"PvCF","D6",3,2,"Cephalopoda",14461,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,49945,0.289538492341576,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_03_TR2",1,"PvCF","D6",3,2,"Cephalopoda",14461,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,49945,0.289538492341576,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_03_TR2",1,"PvCF","D6",3,2,"Cephalopoda",14461,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,49945,0.289538492341576,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_03_TR3",1,"PvCF","D6",3,3,"Cephalopoda",17282,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,59574,0.290092993587807,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR3",1,"PvCF","D6",3,3,"Cephalopoda",17282,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,59574,0.290092993587807,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR3",1,"PvCF","D6",3,3,"Cephalopoda",17282,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,59574,0.290092993587807,0.2,"CtrF_Seal1","Diet","PvCF_D6_3"
"PvCF_D6_03_TR3",1,"PvCF","D6",3,3,"Cephalopoda",17282,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,59574,0.290092993587807,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_03_TR3",1,"PvCF","D6",3,3,"Cephalopoda",17282,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,59574,0.290092993587807,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_03_TR3",1,"PvCF","D6",3,3,"Cephalopoda",17282,6,"Diet","1_PvCF_6_3",0.929559971876836,0.934678667816271,0.860159762188666,0.969961721985928,0.0281322220925311,59574,0.290092993587807,0.2,"CtrF_Seal2","Diet","PvCF_D6_3"
"PvCF_D6_04_TR1",1,"PvCF","D6",4,1,"Cephalopoda",18039,6,"Diet","1_PvCF_6_4",0.817887439602746,0.823569224639593,0.706220093806188,0.899190399133683,0.0493888817447441,54878,0.328710958854186,0.2,"CtrF_Seal1","Diet","PvCF_D6_4"
"PvCF_D6_04_TR1",1,"PvCF","D6",4,1,"Cephalopoda",18039,6,"Diet","1_PvCF_6_4",0.817887439602746,0.823569224639593,0.706220093806188,0.899190399133683,0.0493888817447441,54878,0.328710958854186,0.2,"CtrF_Seal2","Diet","PvCF_D6_4"
"PvCF_D6_05_TR1",1,"PvCF","D6",5,1,"Cephalopoda",7055,6,"Diet","1_PvCF_6_5",0.814172993054403,0.820791849284156,0.693590167597637,0.900126876706868,0.052327822931642,33114,0.213051881379477,0.2,"CtrF_Seal1","Diet","PvCF_D6_5"
"PvCF_D6_05_TR1",1,"PvCF","D6",5,1,"Cephalopoda",7055,6,"Diet","1_PvCF_6_5",0.814172993054403,0.820791849284156,0.693590167597637,0.900126876706868,0.052327822931642,33114,0.213051881379477,0.2,"CtrF_Seal1","Diet","PvCF_D6_5"
