"samplename","time","sampletype","station","biol","tech","species_name","Nreads","station_num","station_type","model_out_name","corrected_prop","median_prop","lower_95","upper_95","sd_prop","total_reads_sample","uncorrected_prop","expected_prop","source","sample_type","sample"
"PvCF_D3_14_TR1",1,"PvCF","D3",14,1,"Actinopteri",55675,3,"Diet","1_PvCF_3_14",0.16067450415181,0.155936000689222,0.0866895231114095,0.262871649916899,0.0451021455347438,86415,0.644274720823931,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_14"
"PvCF_D3_14_TR2",1,"PvCF","D3",14,2,"Actinopteri",18481,3,"Diet","1_PvCF_3_14",0.16067450415181,0.155936000689222,0.0866895231114095,0.262871649916899,0.0451021455347438,24657,0.74952346189723,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_14"
"PvCF_D3_14_TR2",1,"PvCF","D3",14,2,"Actinopteri",18481,3,"Diet","1_PvCF_3_14",0.16067450415181,0.155936000689222,0.0866895231114095,0.262871649916899,0.0451021455347438,24657,0.74952346189723,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_14"
"PvCF_D3_14_TR2",1,"PvCF","D3",14,2,"Actinopteri",18481,3,"Diet","1_PvCF_3_14",0.16067450415181,0.155936000689222,0.0866895231114095,0.262871649916899,0.0451021455347438,24657,0.74952346189723,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_14"
"PvCF_D3_14_TR2",1,"PvCF","D3",14,2,"Actinopteri",18481,3,"Diet","1_PvCF_3_14",0.16067450415181,0.155936000689222,0.0866895231114095,0.262871649916899,0.0451021455347438,24657,0.74952346189723,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_14"
"PvCF_D3_14_TR2",1,"PvCF","D3",14,2,"Actinopteri",18481,3,"Diet","1_PvCF_3_14",0.16067450415181,0.155936000689222,0.0866895231114095,0.262871649916899,0.0451021455347438,24657,0.74952346189723,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_14"
"PvCF_D3_14_TR2",1,"PvCF","D3",14,2,"Actinopteri",18481,3,"Diet","1_PvCF_3_14",0.16067450415181,0.155936000689222,0.0866895231114095,0.262871649916899,0.0451021455347438,24657,0.74952346189723,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_14"
"PvCF_D3_15_TR1",1,"PvCF","D3",15,1,"Actinopteri",23053,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,25207,0.914547546316499,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR1",1,"PvCF","D3",15,1,"Actinopteri",23053,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,25207,0.914547546316499,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR1",1,"PvCF","D3",15,1,"Actinopteri",23053,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,25207,0.914547546316499,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR1",1,"PvCF","D3",15,1,"Actinopteri",23053,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,25207,0.914547546316499,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D3_15_TR1",1,"PvCF","D3",15,1,"Actinopteri",23053,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,25207,0.914547546316499,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D3_15_TR1",1,"PvCF","D3",15,1,"Actinopteri",23053,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,25207,0.914547546316499,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D3_15_TR2",1,"PvCF","D3",15,2,"Actinopteri",5268,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,5766,0.91363163371488,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR2",1,"PvCF","D3",15,2,"Actinopteri",5268,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,5766,0.91363163371488,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR2",1,"PvCF","D3",15,2,"Actinopteri",5268,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,5766,0.91363163371488,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR2",1,"PvCF","D3",15,2,"Actinopteri",5268,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,5766,0.91363163371488,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D3_15_TR2",1,"PvCF","D3",15,2,"Actinopteri",5268,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,5766,0.91363163371488,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D3_15_TR2",1,"PvCF","D3",15,2,"Actinopteri",5268,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,5766,0.91363163371488,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D3_15_TR3",1,"PvCF","D3",15,3,"Actinopteri",33902,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,36880,0.919251626898048,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR3",1,"PvCF","D3",15,3,"Actinopteri",33902,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,36880,0.919251626898048,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR3",1,"PvCF","D3",15,3,"Actinopteri",33902,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,36880,0.919251626898048,0.789473684210526,"CtrF_Seal1","Diet","PvCF_D3_15"
"PvCF_D3_15_TR3",1,"PvCF","D3",15,3,"Actinopteri",33902,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,36880,0.919251626898048,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D3_15_TR3",1,"PvCF","D3",15,3,"Actinopteri",33902,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,36880,0.919251626898048,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D3_15_TR3",1,"PvCF","D3",15,3,"Actinopteri",33902,3,"Diet","1_PvCF_3_15",0.310126748586353,0.303862782599975,0.158777240764143,0.494600699642132,0.0868644604835711,36880,0.919251626898048,0.842105263157895,"CtrF_Seal2","Diet","PvCF_D3_15"
"PvCF_D4_01_TR1",1,"PvCF","D4",1,1,"Actinopteri",2251,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,27633,0.0814605725038903,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR1",1,"PvCF","D4",1,1,"Actinopteri",2251,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,27633,0.0814605725038903,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR1",1,"PvCF","D4",1,1,"Actinopteri",2251,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,27633,0.0814605725038903,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR1",1,"PvCF","D4",1,1,"Actinopteri",2251,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,27633,0.0814605725038903,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_01_TR1",1,"PvCF","D4",1,1,"Actinopteri",2251,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,27633,0.0814605725038903,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_01_TR1",1,"PvCF","D4",1,1,"Actinopteri",2251,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,27633,0.0814605725038903,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_01_TR2",1,"PvCF","D4",1,2,"Actinopteri",1438,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,15132,0.0950303991541105,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR2",1,"PvCF","D4",1,2,"Actinopteri",1438,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,15132,0.0950303991541105,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR2",1,"PvCF","D4",1,2,"Actinopteri",1438,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,15132,0.0950303991541105,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR2",1,"PvCF","D4",1,2,"Actinopteri",1438,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,15132,0.0950303991541105,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_01_TR2",1,"PvCF","D4",1,2,"Actinopteri",1438,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,15132,0.0950303991541105,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_01_TR2",1,"PvCF","D4",1,2,"Actinopteri",1438,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,15132,0.0950303991541105,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_01_TR3",1,"PvCF","D4",1,3,"Actinopteri",6585,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,52698,0.1249573038825,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR3",1,"PvCF","D4",1,3,"Actinopteri",6585,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,52698,0.1249573038825,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR3",1,"PvCF","D4",1,3,"Actinopteri",6585,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,52698,0.1249573038825,0.6,"CtrF_Seal1","Diet","PvCF_D4_1"
"PvCF_D4_01_TR3",1,"PvCF","D4",1,3,"Actinopteri",6585,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,52698,0.1249573038825,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_01_TR3",1,"PvCF","D4",1,3,"Actinopteri",6585,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,52698,0.1249573038825,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_01_TR3",1,"PvCF","D4",1,3,"Actinopteri",6585,4,"Diet","1_PvCF_4_1",0.0122986474671037,0.0116583732780639,0.00609541154618713,0.0222361333956815,0.0041296820104324,52698,0.1249573038825,0.6,"CtrF_Seal2","Diet","PvCF_D4_1"
"PvCF_D4_02_TR1",1,"PvCF","D4",2,1,"Actinopteri",7579,4,"Diet","1_PvCF_4_2",0.0863135858080333,0.0798785551587852,0.0343188084876243,0.175045716361644,0.0363345737277773,9813,0.772342810557424,0.6,"CtrF_Seal1","Diet","PvCF_D4_2"
"PvCF_D4_02_TR1",1,"PvCF","D4",2,1,"Actinopteri",7579,4,"Diet","1_PvCF_4_2",0.0863135858080333,0.0798785551587852,0.0343188084876243,0.175045716361644,0.0363345737277773,9813,0.772342810557424,0.6,"CtrF_Seal2","Diet","PvCF_D4_2"
"PvCF_D4_03_TR2",1,"PvCF","D4",3,2,"Actinopteri",8783,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,9833,0.893216719210821,0.6,"CtrF_Seal1","Diet","PvCF_D4_3"
"PvCF_D4_03_TR2",1,"PvCF","D4",3,2,"Actinopteri",8783,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,9833,0.893216719210821,0.6,"CtrF_Seal1","Diet","PvCF_D4_3"
"PvCF_D4_03_TR2",1,"PvCF","D4",3,2,"Actinopteri",8783,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,9833,0.893216719210821,0.6,"CtrF_Seal1","Diet","PvCF_D4_3"
"PvCF_D4_03_TR2",1,"PvCF","D4",3,2,"Actinopteri",8783,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,9833,0.893216719210821,0.6,"CtrF_Seal2","Diet","PvCF_D4_3"
"PvCF_D4_03_TR2",1,"PvCF","D4",3,2,"Actinopteri",8783,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,9833,0.893216719210821,0.6,"CtrF_Seal2","Diet","PvCF_D4_3"
"PvCF_D4_03_TR2",1,"PvCF","D4",3,2,"Actinopteri",8783,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,9833,0.893216719210821,0.6,"CtrF_Seal2","Diet","PvCF_D4_3"
"PvCF_D4_03_TR3",1,"PvCF","D4",3,3,"Actinopteri",17206,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,20467,0.840670347388479,0.6,"CtrF_Seal1","Diet","PvCF_D4_3"
"PvCF_D4_03_TR3",1,"PvCF","D4",3,3,"Actinopteri",17206,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,20467,0.840670347388479,0.6,"CtrF_Seal1","Diet","PvCF_D4_3"
"PvCF_D4_03_TR3",1,"PvCF","D4",3,3,"Actinopteri",17206,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,20467,0.840670347388479,0.6,"CtrF_Seal1","Diet","PvCF_D4_3"
"PvCF_D4_03_TR3",1,"PvCF","D4",3,3,"Actinopteri",17206,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,20467,0.840670347388479,0.6,"CtrF_Seal2","Diet","PvCF_D4_3"
"PvCF_D4_03_TR3",1,"PvCF","D4",3,3,"Actinopteri",17206,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,20467,0.840670347388479,0.6,"CtrF_Seal2","Diet","PvCF_D4_3"
"PvCF_D4_03_TR3",1,"PvCF","D4",3,3,"Actinopteri",17206,4,"Diet","1_PvCF_4_3",0.161653603248724,0.152961657009948,0.0702648718634783,0.300227653110279,0.0593852109977243,20467,0.840670347388479,0.6,"CtrF_Seal2","Diet","PvCF_D4_3"
"PvCF_D4_04_TR1",1,"PvCF","D4",4,1,"Actinopteri",10208,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,12830,0.795635229929852,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR1",1,"PvCF","D4",4,1,"Actinopteri",10208,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,12830,0.795635229929852,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR1",1,"PvCF","D4",4,1,"Actinopteri",10208,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,12830,0.795635229929852,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR1",1,"PvCF","D4",4,1,"Actinopteri",10208,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,12830,0.795635229929852,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_04_TR1",1,"PvCF","D4",4,1,"Actinopteri",10208,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,12830,0.795635229929852,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_04_TR1",1,"PvCF","D4",4,1,"Actinopteri",10208,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,12830,0.795635229929852,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_04_TR2",1,"PvCF","D4",4,2,"Actinopteri",6842,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,8657,0.790343074968234,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR2",1,"PvCF","D4",4,2,"Actinopteri",6842,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,8657,0.790343074968234,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR2",1,"PvCF","D4",4,2,"Actinopteri",6842,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,8657,0.790343074968234,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR2",1,"PvCF","D4",4,2,"Actinopteri",6842,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,8657,0.790343074968234,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_04_TR2",1,"PvCF","D4",4,2,"Actinopteri",6842,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,8657,0.790343074968234,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_04_TR2",1,"PvCF","D4",4,2,"Actinopteri",6842,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,8657,0.790343074968234,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_04_TR3",1,"PvCF","D4",4,3,"Actinopteri",5074,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,6460,0.785448916408669,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR3",1,"PvCF","D4",4,3,"Actinopteri",5074,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,6460,0.785448916408669,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR3",1,"PvCF","D4",4,3,"Actinopteri",5074,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,6460,0.785448916408669,0.6,"CtrF_Seal1","Diet","PvCF_D4_4"
"PvCF_D4_04_TR3",1,"PvCF","D4",4,3,"Actinopteri",5074,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,6460,0.785448916408669,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_04_TR3",1,"PvCF","D4",4,3,"Actinopteri",5074,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,6460,0.785448916408669,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_04_TR3",1,"PvCF","D4",4,3,"Actinopteri",5074,4,"Diet","1_PvCF_4_4",0.102344868085425,0.0953386998846348,0.0416698745154497,0.202131986154584,0.0415164032601389,6460,0.785448916408669,0.6,"CtrF_Seal2","Diet","PvCF_D4_4"
"PvCF_D4_05_TR1",1,"PvCF","D4",5,1,"Actinopteri",41559,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,55700,0.746122082585278,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR1",1,"PvCF","D4",5,1,"Actinopteri",41559,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,55700,0.746122082585278,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR1",1,"PvCF","D4",5,1,"Actinopteri",41559,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,55700,0.746122082585278,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR1",1,"PvCF","D4",5,1,"Actinopteri",41559,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,55700,0.746122082585278,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_05_TR1",1,"PvCF","D4",5,1,"Actinopteri",41559,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,55700,0.746122082585278,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_05_TR1",1,"PvCF","D4",5,1,"Actinopteri",41559,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,55700,0.746122082585278,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_05_TR2",1,"PvCF","D4",5,2,"Actinopteri",28153,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,35203,0.799732977303071,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR2",1,"PvCF","D4",5,2,"Actinopteri",28153,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,35203,0.799732977303071,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR2",1,"PvCF","D4",5,2,"Actinopteri",28153,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,35203,0.799732977303071,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR2",1,"PvCF","D4",5,2,"Actinopteri",28153,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,35203,0.799732977303071,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_05_TR2",1,"PvCF","D4",5,2,"Actinopteri",28153,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,35203,0.799732977303071,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_05_TR2",1,"PvCF","D4",5,2,"Actinopteri",28153,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,35203,0.799732977303071,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_05_TR3",1,"PvCF","D4",5,3,"Actinopteri",7462,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,8917,0.836828529774588,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR3",1,"PvCF","D4",5,3,"Actinopteri",7462,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,8917,0.836828529774588,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR3",1,"PvCF","D4",5,3,"Actinopteri",7462,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,8917,0.836828529774588,0.6,"CtrF_Seal1","Diet","PvCF_D4_5"
"PvCF_D4_05_TR3",1,"PvCF","D4",5,3,"Actinopteri",7462,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,8917,0.836828529774588,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_05_TR3",1,"PvCF","D4",5,3,"Actinopteri",7462,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,8917,0.836828529774588,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_05_TR3",1,"PvCF","D4",5,3,"Actinopteri",7462,4,"Diet","1_PvCF_4_5",0.110186209185655,0.10343491367176,0.0467273558659563,0.210362998257732,0.0425156564949266,8917,0.836828529774588,0.6,"CtrF_Seal2","Diet","PvCF_D4_5"
"PvCF_D4_07_TR1",1,"PvCF","D4",7,1,"Actinopteri",5439,4,"Diet","1_PvCF_4_7",0.101346343415662,0.0944727507442508,0.0414733432776724,0.200577963533231,0.0410392902714796,6856,0.793319719953326,0.6,"CtrF_Seal1","Diet","PvCF_D4_7"
"PvCF_D4_07_TR1",1,"PvCF","D4",7,1,"Actinopteri",5439,4,"Diet","1_PvCF_4_7",0.101346343415662,0.0944727507442508,0.0414733432776724,0.200577963533231,0.0410392902714796,6856,0.793319719953326,0.6,"CtrF_Seal1","Diet","PvCF_D4_7"
"PvCF_D4_07_TR1",1,"PvCF","D4",7,1,"Actinopteri",5439,4,"Diet","1_PvCF_4_7",0.101346343415662,0.0944727507442508,0.0414733432776724,0.200577963533231,0.0410392902714796,6856,0.793319719953326,0.6,"CtrF_Seal1","Diet","PvCF_D4_7"
