"final_taxonomy","18QY0182","18QY0183","18QY0184","18QY0185","18QY0186","18QY0187","18QY0188","18QY0189","18QY0190","18QY0191","18QY0192","18QY0193","18QY0194","18QY0195","18QY0196","18QY0197","18QY0198","18QY0199","18QY0200","18QY0201","18QY0202","18QY0203","18QY0204","18QY0205","18QY0206","18QY0207","18QY0208","18QY0209","18QY0210","18QY0211","18QY0212","18QY0213","18QY0214","18QY0215","18QY0216","18QY0238","18QY0239","18QY0240","18QY0241","18QY0242","18QY0243","18QY0244","18QY0245","18QY0246","18QY0246-2","18QY0247","18QY0248","18QY0249","18QY0250","18QY0251","18QY0252","18QY0253","18QY0254","18QY0255","18QY0256","18QY0257","18QY0258","18QY0259","18QY0260","18QY0261","18QY0262","18QY0263","18QY0264","18QY0265","18QY0266","18QY0267","18QY0268","18QY0269","18QY0270","18QY0271","18QY0272","18QY0273","18QY0274","18QY0275","18QY0276","18QY0277","18QY0278","18QY0279","18QY0280","18QY0281","18QY0282","18QY0283","18QY0284","18QY0285","18QY0286","18QY0287","18QY0288","18QY0289","18QY0290","18QY0291","18QY0292","18QY0293","18QY0294_1","18QY0294_2","18QY0294_3","18QY0295","18QY0296","18QY0297","18QY0298","18QY0299","18QY0300","18QY0301","18QY0302","18QY0303","18QY0304","18QY0305","18QY0306","18QY0307","18QY0308","18QY0309","18QY0310","18QY0311","18QY0312","18QY0313","18QY0314","18QY0315","18QY0316","18QY0317","18QY0318","18QY0319","18QY0320","18QY0321","18QY0322","18QY0323","18QY0324","18QY0325","18QY0326","18QY0327","18QY0328","18QY0329","18QY0330","18QY0331","18QY0332","18QY0333","18QY0334","18QY0335","18QY0336","18QY0337","18QY0338","18QY0339","18QY0340","18QY0341","18QY0342","18QY0343","18QY0344","18QY0345","18QY0346","18QY0347","18QY0348","18QY0349","18QY0350","18QY0351","18QY0352","18QY0353","18QY0354","18QY0355","18QY0356","18QY0357","18QY0358","18QY0359","18QY0360","18QY0361","18QY0362","18QY0363","18QY0364","18QY0365","18QY0366","18QY0367","18QY0368","18QY0369","18QY0370","18QY0371","18QY0372","18QY0373","18QY0374","18QY0375","18QY0376","18QY0377","18QY0378","18QY0379","18QY0380","18QY0381","18QY0382","18QY0383","18QY0384","18QY0385","18QY0386","18QY0387_1","18QY0387_2","18QY0387_3","Kang_HS_05","Kang_HS_06","Kang_SPID-0185","Kang_SPID-0186","PV18_554_A","PV18_580_A","PV18_581_A","PV18_582_A","PV18_583_A","PV18_584_A","PV18_588_A","PV18_590_A","PV18_595_A","PV18_597_A","PV18_600_A","PV18_602_A","PV18_607_A","PV18_608_A","PV18_609_A","PV18_611_A","PV18_614_A","PV18_616A","Pv18_551_A","Pv18_552_A","Pv18_553_A","Pv18_555_A","Pv18_556_A","Pv18_557_A","Pv18_558_A","Pv18_559_A","Pv18_560_A","Pv18_561_A","Pv18_562_A","Pv18_563_A","Pv18_564_A","Pv18_575_A","Pv18_576_A","Pv18_577_A","Pv18_578_A","Pv18_579_A","Pv18_617_A","Pv18_618_A","Pv18_619_A","Pv18_620_A","Pv18_621_A","Pv18_622_A","Pv18_623_A","Pv18_624_A","Pv18_625_A","Pv18_626_A","Pv18_627_A","Pv18_628_A","Pv18_629_A","Pv18_630_A","Pv18_631_A","Pv18_632_A","Pv18_633_A","Pv18_634_A","Pv18_635_A","Pv18_636_A","Pv18_637_A","Pv18_638_A","Pv18_639_A","Pv18_642_A","Pv18_643_A","Pv18_644_A","Pv18_645_A","Pv18_646_A","Pv18_648_A","Pv18_649_A","Pv18_650_A","Pv18_651_A","Pv18_652_A","Pv18_653_A","Pv18_654_A","Pv18_655_A","Pv18_656_A","Pv18_657_A","Pv18_658_A","Pv18_659_A","Pv18_660_A","Pv18_661_A","Pv18_662_A","Pv18_663_A","Pv18_664_A","Pv18_665_A","Pv18_666_A","Pv18_667_A","Pv18_668A","Pv18_669_A","Pv18_670_A","Pv18_671_A","Pv18_672_A","Pv18_673_A","Pv18_674_A_1","Pv18_674_A_2","Pv18_674_A_3","Pv18_678_A","Pv18_679_A","Pv18_680_A","Pv18_681_A","Pv18_682_A","Pv18_683_A","Pv18_684_A","Pv18_685_A","Pv18_686_A","Pv18_688_A","Pv18_689_A","Pv18_690_A","Pv18_691_A","Pv18_692_A","Pv18_693_A","Pv18_694_A","Pv18_695_A","Pv18_696_A","Pv18_697_A","Pv18_698_A","Pv18_699_A","Pv18_700_A","Pv18_701_A","Pv18_702_A","Pv18_703_A","Pv18_704_A","Pv18_705_A","Pv18_706_A","Pv18_707_A","Pv18_708_A","Pv18_709_A","Pv18_710_A","Pv18_711_A","Pv18_712_A","Pv18_713_A","Pv18_714_A","Pv18_715_A","Pv18_716_A","Pv18_717_A","Pv18_718_A","Pv18_719_A","Pv18_720_A","Pv18_721_A","Pv18_722_A","Pv18_723_A","Pv18_724_A","Pv18_725_A","Pv18_726_A","Pv18_727_A","Pv18_728_A","Pv18_729_A","Pv18_730_A","Pv18_731_A","Pv18_732_A","Pv18_733_A","Pv18_734_A","Pv18_735_A","Pv18_736_A","Pv18_737_A","Pv18_738_A","Pv18_739_A","Pv18_740_A","Pv18_741_A","Pv18_742_A","Pv18_743_A","Pv18_744_A","Pv18_745_A","Pv18_746_A","Pv18_747_A","Pv18_748_A","Pv18_749_A","Pv18_750_A","Pv18_751_A","Pv18_752_A","Pv18_753_A","Pv18_754_A","Pv18_755_A","Pv18_756_A","Pv18_757_A","Pv18_758_A","Pv18_759_A","Pv18_760_A","Pv18_761_A","Pv18_762_A","Pv18_763_A","Pv18_764_A","Pv18_765_A","Pv18_766_A","Pv18_767_A_1","Pv18_767_A_2","Pv18_767_A_3"
"Eukaryota;Arthropoda;Insecta;Diptera;Anisopodidae;Mycetobia;Mycetobia divergens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,686,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA",0,0,0,103,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,2,0,0,41,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;NA",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,184,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,50,0,0,0,18,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,140,0,0,0,0,0,15,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,43,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,19,0,33,0,10,0,130
"Eukaryota;Arthropoda;Insecta;Diptera;Psychodidae;Phlebotomus;Phlebotomus papatasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium malyschevi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Eupeodes;Eupeodes latifasciatus",0,0,255,0,0,0,0,0,126,9,0,689,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,148,243,0,0,0,46,382,2177,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,101,0,1781,0,0,0,0,0,0,0,0,0,0,33,0,1347,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,21,0,0,6,0,148,0,0,0,0,0,0,0,496,0,674,0,0,0,0,882,0,0,20,3037,569,0,234,0,0,0,3986,0,0,0,1525,0,69,2605,0,10396,0,0,0,0,43,515,42,91,326,5351,638,0,0,295,1377,0,0,719,7529,83,0,0,0,0,2142,3608,5183,0,0,947,0,4297,0,6,0,561,522,0,3895,0,1366,0,28016,0,0,7509,81,0,2733,0,59,0,2,13192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1311,0,154,838,0,0,0,0,0,7985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,25598,1436,0,0,0
"Eukaryota;Arthropoda;Insecta;Orthoptera;Gryllidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Arthropoda;Insecta;Psocoptera;Asiopsocidae;Asiopsocus;Asiopsocus sp. KY-2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Arthropoda;Malacostraca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Arthropoda;Malacostraca;Decapoda",0,0,22,177,63,1875,0,56,146,0,66,122,50,25,0,0,9,119,878,19,189,195,432,629,132,0,178,69,282,46,399,14,0,320,17,4146,0,6,96,88,102,23,241,30,3,0,756,945,255,0,4,405,108,0,2729,93,843,0,8,28,123,148,208,284,12,444,0,62,8,122,745,163,195,208,0,28,33,148,960,77,139,97,0,1725,99,14,0,112,62,77,0,0,218,427,0,86,69,92,0,0,3,8,121,49,0,241,105,46,65,0,0,91,0,0,0,8,13,18,62,0,52,0,26,2,0,0,49,12,0,38,0,327,75,3,276,74,0,6,0,58,4,0,0,542,235,8,237,63,89,46,35,865,36,286,0,542,146,3,396,17,479,6,49,74,60,30,31,121,0,7,3,81,0,597,34,7,10,10,0,0,3,0,8,0,331,16,0,25,0,0,0,0,6,0,10,356,2367,0,40,2079,2671,0,2,683,13,0,200,4,51,0,120,0,0,8,31,352,0,39,0,20,85,4,39,0,52,34,73,4,316,0,0,329,105,3317,3,192,3595,187,0,39,928,1220,14,117,0,42,816,48,0,0,73,46,15,0,56,5,0,0,0,34,0,284,115,0,245,0,41,54,0,57,0,0,0,9,219,0,45,0,9,36,44,76,0,965,648,0,1066,0,0,0,0,0,26,0,0,54,14,22,0,78,5,2073,14,708,109,0,0,624,20,39,27,198,10,437,231,9,12,5,28,52,137,16,78,32,38,126,21,0,57,11,96,30,163,0,0,17,0,0,36,63,26,36,265,65,149,455,24,17,20,1082,172,130,1259,62,519,119,56,1050,56,55,10,411,5,0,129,6,93,0,214,2,213,0,64,68,36,0,42,526
"Eukaryota;Arthropoda;Malacostraca;Decapoda;Callianassidae;Neotrypaea",293,132,573,430,250,1909,130,337,540,40,131,400,317,0,361,51,292,1643,1164,67,95,94,405,731,1249,0,179,532,2887,269,999,207,102,173,49,4616,187,84,146,261,357,131,93,44,202,34,225,655,1037,182,70,181,163,117,1569,107,1193,15,26,190,350,148,149,438,0,532,0,372,1044,0,1655,564,203,361,273,188,52,136,2744,152,0,123,155,1254,171,109,0,492,52,59,151,40,115,285,57,635,16,148,0,50,106,16,742,89,184,654,1608,218,104,7,0,81,19,0,0,0,0,104,153,58,55,29,160,249,21,225,470,58,0,116,0,0,0,13,2230,311,169,0,462,0,88,114,19,583,47,147,144,164,91,168,306,1647,114,133,359,302,743,26,999,95,810,20,86,153,343,187,142,1071,16,0,0,169,389,552,206,6,14,101,6,0,59,40,19,176,825,51,0,7,8,27,0,0,0,0,138,1523,2877,888,351,2648,3373,1090,428,1032,131,306,823,111,315,166,267,43,72,341,497,1381,1234,39,61,1178,665,8,5630,0,140,256,429,384,229,94,133,2637,242,2267,155,1035,2973,463,82,255,356,1068,297,575,207,216,972,196,199,304,244,651,127,70,827,243,832,220,99,68,52,444,303,0,278,811,80,218,155,160,387,263,134,79,1717,519,228,126,491,541,359,366,0,581,2931,173,1566,86,353,33,108,265,694,24,38,366,108,309,368,948,371,3541,115,1699,802,85,305,2714,506,118,195,2294,107,2191,1923,151,190,846,1120,140,328,862,1472,266,217,391,47,165,629,58,274,319,373,51,252,528,207,179,105,104,302,33,612,813,3778,1177,710,278,415,2899,2263,2738,7227,241,652,188,90,2821,85,949,235,206,91,63,557,783,2797,5159,1599,647,371,88,733,442,304,214,333,1610
"Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Faxonius;Faxonius virilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Arthropoda;Malacostraca;Decapoda;Cancridae;Metacarcinus;Metacarcinus magister",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,68,0,116,0,0,0,0,0,0,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,926,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,4057,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,37,0,19,0,0,0,0,0,0,0,0,0,0,81,0,0,0,53,35,0,23,79,595,0,144,0,0,0,0,0,0,0,132,0,0,0,0,14,16,0,0,0,0,33,0,0,0,563,0,0,35,0,0,4,0,0,19,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,100,378
