feature_id	Taxon
12c4f77635ba8af3599c7b72932bde3b	Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus gorbuscha
d29a8e9a924abaf57e07cd1cbafc3414	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Leptocottus;Leptocottus armatus
bddbbe94c4ca12155e1c2d2ec340ecf3	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
7d55fa076b7196f804b694e32757571c	Eukaryota;Chordata;Actinopteri
46238a0781b7d77d1d0a1f9249d5aa70	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Lyopsetta;Lyopsetta exilis
26240d733c6d69a3ac024aa4c2b0a3ea	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae
57522b4eee30f6d45f3a93db4e837969	Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus
3953b87e978875b2d1d9bba9cfd8ac60	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Enophrys;Enophrys bison
bddde63c97e83da12b5b8484ffa65397	Eukaryota;Chordata;Actinopteri;Osmeriformes;Salangidae;Mallotus;Mallotus villosus
73e19e010ace8b29cb4e5d82ea3c9feb	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
6d1dc389ce15bc7b0045a0b7d488a42e	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Phoca
53ca11afc63be2c2f1ddaee79d9a9d5a	Eukaryota;Chordata;Actinopteri
58f5358249627d850e0841c0aa4b2a00	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;Myoxocephalus polyacanthocephalus
0101f4ae39bd953c8a140581b6ce86eb	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
061a013df1834ffac5ff3f684bc35cd0	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Phoca
fb47b91b83d4b358807610e1e0ec1b78	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
e79c061bcc2b10c5dae3d8e29f283a67	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Phoca
