"SampleID","date","Time","seal_id","Scat_details","diet_sp","expected_prop","actual_mass","total_mass","actual_prop","Species","MiFish_taxon_assign","18S_taxon_assign","samplename","time","creek","biol","tech","station","station_num","model_out_name"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_01_TR1",1,"PvCF",1,1,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_01_TR2",1,"PvCF",1,2,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_01_TR3",1,"PvCF",1,3,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_01_TR1",1,"PvCF",1,1,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_01_TR2",1,"PvCF",1,2,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_01_TR3",1,"PvCF",1,3,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_01_TR1",1,"PvCF",1,1,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_01_TR2",1,"PvCF",1,2,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_01_TR3",1,"PvCF",1,3,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_01_TR1",1,"PvCF",1,1,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_01_TR2",1,"PvCF",1,2,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_01_TR3",1,"PvCF",1,3,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_01_TR1",1,"PvCF",1,1,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_01_TR2",1,"PvCF",1,2,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_01_TR3",1,"PvCF",1,3,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_01_TR1",1,"PvCF",1,1,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_01_TR2",1,"PvCF",1,2,"D1",1,"1_PvCF_1_1"
"PvCF_D1_01",20240501,"10:30","DaVinci","Deck","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_01_TR3",1,"PvCF",1,3,"D1",1,"1_PvCF_1_1"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","DaVinci","Bottom_Pool","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","capelin",0.2,1.11,5.49,0.202185792349727,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","capelin",0.2,1.11,5.49,0.202185792349727,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","capelin",0.2,1.11,5.49,0.202185792349727,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","hake",0,0,5.49,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","hake",0,0,5.49,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","hake",0,0,5.49,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","herring",0.6,3.3,5.49,0.601092896174863,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","herring",0.6,3.3,5.49,0.601092896174863,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","herring",0.6,3.3,5.49,0.601092896174863,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","prawn",0,0,5.49,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","prawn",0,0,5.49,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","prawn",0,0,5.49,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","salmon_1",0.1,0.54,5.49,0.0983606557377049,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","salmon_1",0.1,0.54,5.49,0.0983606557377049,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","salmon_1",0.1,0.54,5.49,0.0983606557377049,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","squid",0.1,0.54,5.49,0.0983606557377049,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_02_TR1",1,"PvCF",2,1,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","squid",0.1,0.54,5.49,0.0983606557377049,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_02_TR2",1,"PvCF",2,2,"D1",1,"1_PvCF_1_2"
"PvCF_D1_02",20240501,"12:30","Donnelly","Bottom_Pool","squid",0.1,0.54,5.49,0.0983606557377049,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_02_TR3",1,"PvCF",2,3,"D1",1,"1_PvCF_1_2"
"PvCF_D1_03",20240502,"10:00","DaVinci","small slimy yellow","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","DaVinci","small slimy yellow","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","DaVinci","small slimy yellow","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","DaVinci","small slimy yellow","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","DaVinci","small slimy yellow","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","DaVinci","small slimy yellow","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","Donnelly","small slimy yellow","capelin",0.2,0,0,NA,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","Donnelly","small slimy yellow","hake",0,0,0,NA,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","Donnelly","small slimy yellow","herring",0.6,0,0,NA,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","Donnelly","small slimy yellow","prawn",0,0,0,NA,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","Donnelly","small slimy yellow","salmon_1",0.1,0,0,NA,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_03",20240502,"10:00","Donnelly","small slimy yellow","squid",0.1,0,0,NA,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_03_TR1",1,"PvCF",3,1,"D1",1,"1_PvCF_1_3"
"PvCF_D1_04",20240502,"15:50","DaVinci","Deck","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","DaVinci","Deck","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","DaVinci","Deck","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","DaVinci","Deck","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","DaVinci","Deck","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","DaVinci","Deck","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","Donnelly","Deck","capelin",0.2,0,0,NA,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","Donnelly","Deck","hake",0,0,0,NA,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","Donnelly","Deck","herring",0.6,0,0,NA,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","Donnelly","Deck","prawn",0,0,0,NA,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","Donnelly","Deck","salmon_1",0.1,0,0,NA,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_04",20240502,"15:50","Donnelly","Deck","squid",0.1,0,0,NA,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_04_TR1",1,"PvCF",4,1,"D1",1,"1_PvCF_1_4"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","capelin",0.2,0.63,3.21,0.196261682242991,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","hake",0,0,3.21,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","herring",0.6,1.92,3.21,0.598130841121495,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","prawn",0,0,3.21,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","salmon_1",0.1,0.33,3.21,0.102803738317757,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","DaVinci","Pool","squid",0.1,0.33,3.21,0.102803738317757,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","capelin",0.2,0.64,2.93,0.218430034129693,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","capelin",0.2,0.64,2.93,0.218430034129693,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","capelin",0.2,0.64,2.93,0.218430034129693,"Mallotus villosus","Mallotus villosus","Actinopteri","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","hake",0,0,2.93,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","hake",0,0,2.93,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","hake",0,0,2.93,0,"Merluccius productus","Merluccius productus","Actinopteri","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","herring",0.6,1.92,2.93,0.655290102389078,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","herring",0.6,1.92,2.93,0.655290102389078,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","herring",0.6,1.92,2.93,0.655290102389078,"Clupea pallasii","Clupea pallasii","Actinopteri","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","prawn",0,0,2.93,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","prawn",0,0,2.93,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","prawn",0,0,2.93,0,"Penaeus monodon",NA,"Penaeus monodon","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","salmon_1",0.1,0.05,2.93,0.0170648464163823,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","salmon_1",0.1,0.05,2.93,0.0170648464163823,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_05_TR2",1,"PvCF",5,2,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","salmon_1",0.1,0.05,2.93,0.0170648464163823,"Oncorhynchus kisutch","Oncorhynchus kisutch","Actinopteri","PvCF_D1_05_TR3",1,"PvCF",5,3,"D1",1,"1_PvCF_1_5"
"PvCF_D1_05",20240503,"12:40","Donnelly","Pool","squid",0.1,0.32,2.93,0.109215017064846,"Doryteuthis opalescens",NA,"Cephalopoda","PvCF_D1_05_TR1",1,"PvCF",5,1,"D1",1,"1_PvCF_1_5"
