"SampleID","samplename","model_out_name","time","creek","station","station_num","biol","tech","diet_sp","P18S_taxon_assign","Species","expected_prop","has_multiple_seals","seal_1","seal_2","seal_1_actual_mass","seal_2_actual_mass","seal_1_total_mass","seal_2_total_mass","seal_1_actual_prop","seal_2_actual_prop"
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"capelin","Actinopteri","Mallotus villosus",0.15,TRUE,"DaVinci","Pym",0.26,0.44,1.72,2.78,0.151162790697674,0.158273381294964
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"hake","Actinopteri","Merluccius productus",0.1,TRUE,"DaVinci","Pym",0.18,0.2,1.72,2.78,0.104651162790698,0.0719424460431655
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"herring","Actinopteri","Clupea pallasii",0.4,TRUE,"DaVinci","Pym",0.68,1.16,1.72,2.78,0.395348837209302,0.41726618705036
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"prawn","Penaeus monodon","Penaeus monodon",0,TRUE,"DaVinci","Pym",0,0,1.72,2.78,0,0
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"salmon_2","Actinopteri","Oncorhynchus keta",0.3,TRUE,"DaVinci","Pym",0.52,0.88,1.72,2.78,0.302325581395349,0.316546762589928
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"squid","Cephalopoda","Doryteuthis opalescens",0.05,TRUE,"DaVinci","Pym",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827
"PvCF_D3_01","PvCF_D3_01_TR1","1_PvCF_3_1",1,"PvCF","D3",3,1,1,"capelin","Actinopteri","Mallotus villosus",0.2,TRUE,"DaVinci","Pym",0.8,0.72,3.8,3.42,0.210526315789474,0.210526315789474
"PvCF_D3_01","PvCF_D3_01_TR2","1_PvCF_3_1",1,"PvCF","D3",3,1,2,"capelin","Actinopteri","Mallotus villosus",0.2,TRUE,"DaVinci","Pym",0.8,0.72,3.8,3.42,0.210526315789474,0.210526315789474
"PvCF_D3_01","PvCF_D3_01_TR3","1_PvCF_3_1",1,"PvCF","D3",3,1,3,"capelin","Actinopteri","Mallotus villosus",0.2,TRUE,"DaVinci","Pym",0.8,0.72,3.8,3.42,0.210526315789474,0.210526315789474
"PvCF_D3_01","PvCF_D3_01_TR1","1_PvCF_3_1",1,"PvCF","D3",3,1,1,"hake","Actinopteri","Merluccius productus",0,TRUE,"DaVinci","Pym",0,0,3.8,3.42,0,0
"PvCF_D3_01","PvCF_D3_01_TR2","1_PvCF_3_1",1,"PvCF","D3",3,1,2,"hake","Actinopteri","Merluccius productus",0,TRUE,"DaVinci","Pym",0,0,3.8,3.42,0,0
"PvCF_D3_01","PvCF_D3_01_TR3","1_PvCF_3_1",1,"PvCF","D3",3,1,3,"hake","Actinopteri","Merluccius productus",0,TRUE,"DaVinci","Pym",0,0,3.8,3.42,0,0
"PvCF_D3_01","PvCF_D3_01_TR1","1_PvCF_3_1",1,"PvCF","D3",3,1,1,"herring","Actinopteri","Clupea pallasii",0.5,TRUE,"DaVinci","Pym",2,1.8,3.8,3.42,0.526315789473684,0.526315789473684
"PvCF_D3_01","PvCF_D3_01_TR2","1_PvCF_3_1",1,"PvCF","D3",3,1,2,"herring","Actinopteri","Clupea pallasii",0.5,TRUE,"DaVinci","Pym",2,1.8,3.8,3.42,0.526315789473684,0.526315789473684
"PvCF_D3_01","PvCF_D3_01_TR3","1_PvCF_3_1",1,"PvCF","D3",3,1,3,"herring","Actinopteri","Clupea pallasii",0.5,TRUE,"DaVinci","Pym",2,1.8,3.8,3.42,0.526315789473684,0.526315789473684
"PvCF_D3_01","PvCF_D3_01_TR1","1_PvCF_3_1",1,"PvCF","D3",3,1,1,"prawn","Penaeus monodon","Penaeus monodon",0.15,TRUE,"DaVinci","Pym",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737
"PvCF_D3_01","PvCF_D3_01_TR2","1_PvCF_3_1",1,"PvCF","D3",3,1,2,"prawn","Penaeus monodon","Penaeus monodon",0.15,TRUE,"DaVinci","Pym",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737
"PvCF_D3_01","PvCF_D3_01_TR3","1_PvCF_3_1",1,"PvCF","D3",3,1,3,"prawn","Penaeus monodon","Penaeus monodon",0.15,TRUE,"DaVinci","Pym",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737
"PvCF_D3_01","PvCF_D3_01_TR1","1_PvCF_3_1",1,"PvCF","D3",3,1,1,"salmon_2","Actinopteri","Oncorhynchus keta",0.1,TRUE,"DaVinci","Pym",0.2,0.36,3.8,3.42,0.0526315789473684,0.105263157894737
"PvCF_D3_01","PvCF_D3_01_TR2","1_PvCF_3_1",1,"PvCF","D3",3,1,2,"salmon_2","Actinopteri","Oncorhynchus keta",0.1,TRUE,"DaVinci","Pym",0.2,0.36,3.8,3.42,0.0526315789473684,0.105263157894737
"PvCF_D3_01","PvCF_D3_01_TR3","1_PvCF_3_1",1,"PvCF","D3",3,1,3,"salmon_2","Actinopteri","Oncorhynchus keta",0.1,TRUE,"DaVinci","Pym",0.2,0.36,3.8,3.42,0.0526315789473684,0.105263157894737
