"SampleID","samplename","model_out_name","time","creek","station","station_num","biol","tech","diet_sp","P18S_taxon_assign","species_list","seal_1_actual_mass","seal_2_actual_mass","seal_1_total_mass","seal_2_total_mass","seal_1_actual_prop","seal_2_actual_prop","expected_prop","has_multiple_seals"
"PvCF_D2_02","PvCF_D2_02_TR2","1_PvCF_2_2",1,"PvCF","D2",2,2,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_02","PvCF_D2_02_TR2","1_PvCF_2_2",1,"PvCF","D2",2,2,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_02","PvCF_D2_02_TR2","1_PvCF_2_2",1,"PvCF","D2",2,2,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_02","PvCF_D2_02_TR3","1_PvCF_2_2",1,"PvCF","D2",2,2,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_02","PvCF_D2_02_TR3","1_PvCF_2_2",1,"PvCF","D2",2,2,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_02","PvCF_D2_02_TR3","1_PvCF_2_2",1,"PvCF","D2",2,2,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_03","PvCF_D2_03_TR1","1_PvCF_2_3",1,"PvCF","D2",2,3,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_03","PvCF_D2_03_TR1","1_PvCF_2_3",1,"PvCF","D2",2,3,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_03","PvCF_D2_03_TR1","1_PvCF_2_3",1,"PvCF","D2",2,3,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_03","PvCF_D2_03_TR2","1_PvCF_2_3",1,"PvCF","D2",2,3,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_03","PvCF_D2_03_TR2","1_PvCF_2_3",1,"PvCF","D2",2,3,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_03","PvCF_D2_03_TR2","1_PvCF_2_3",1,"PvCF","D2",2,3,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_03","PvCF_D2_03_TR3","1_PvCF_2_3",1,"PvCF","D2",2,3,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_03","PvCF_D2_03_TR3","1_PvCF_2_3",1,"PvCF","D2",2,3,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_03","PvCF_D2_03_TR3","1_PvCF_2_3",1,"PvCF","D2",2,3,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_04","PvCF_D2_04_TR1","1_PvCF_2_4",1,"PvCF","D2",2,4,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_04","PvCF_D2_04_TR1","1_PvCF_2_4",1,"PvCF","D2",2,4,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_04","PvCF_D2_04_TR1","1_PvCF_2_4",1,"PvCF","D2",2,4,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_04","PvCF_D2_04_TR2","1_PvCF_2_4",1,"PvCF","D2",2,4,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_04","PvCF_D2_04_TR2","1_PvCF_2_4",1,"PvCF","D2",2,4,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_04","PvCF_D2_04_TR2","1_PvCF_2_4",1,"PvCF","D2",2,4,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_04","PvCF_D2_04_TR3","1_PvCF_2_4",1,"PvCF","D2",2,4,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_04","PvCF_D2_04_TR3","1_PvCF_2_4",1,"PvCF","D2",2,4,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_04","PvCF_D2_04_TR3","1_PvCF_2_4",1,"PvCF","D2",2,4,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_05","PvCF_D2_05_TR1","1_PvCF_2_5",1,"PvCF","D2",2,5,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_05","PvCF_D2_05_TR1","1_PvCF_2_5",1,"PvCF","D2",2,5,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_05","PvCF_D2_05_TR1","1_PvCF_2_5",1,"PvCF","D2",2,5,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_05","PvCF_D2_05_TR2","1_PvCF_2_5",1,"PvCF","D2",2,5,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_05","PvCF_D2_05_TR2","1_PvCF_2_5",1,"PvCF","D2",2,5,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_05","PvCF_D2_05_TR2","1_PvCF_2_5",1,"PvCF","D2",2,5,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_05","PvCF_D2_05_TR3","1_PvCF_2_5",1,"PvCF","D2",2,5,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_05","PvCF_D2_05_TR3","1_PvCF_2_5",1,"PvCF","D2",2,5,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_05","PvCF_D2_05_TR3","1_PvCF_2_5",1,"PvCF","D2",2,5,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_06","PvCF_D2_06_TR1","1_PvCF_2_6",1,"PvCF","D2",2,6,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_06","PvCF_D2_06_TR2","1_PvCF_2_6",1,"PvCF","D2",2,6,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_06","PvCF_D2_06_TR3","1_PvCF_2_6",1,"PvCF","D2",2,6,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_07","PvCF_D2_07_TR1","1_PvCF_2_7",1,"PvCF","D2",2,7,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_07","PvCF_D2_07_TR2","1_PvCF_2_7",1,"PvCF","D2",2,7,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_07","PvCF_D2_07_TR3","1_PvCF_2_7",1,"PvCF","D2",2,7,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_08","PvCF_D2_08_TR1","1_PvCF_2_8",1,"PvCF","D2",2,8,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_08","PvCF_D2_08_TR2","1_PvCF_2_8",1,"PvCF","D2",2,8,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_08","PvCF_D2_08_TR3","1_PvCF_2_8",1,"PvCF","D2",2,8,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_09","PvCF_D2_09_TR1","1_PvCF_2_9",1,"PvCF","D2",2,9,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_09","PvCF_D2_09_TR2","1_PvCF_2_9",1,"PvCF","D2",2,9,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_09","PvCF_D2_09_TR3","1_PvCF_2_9",1,"PvCF","D2",2,9,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_10","PvCF_D2_10_TR1","1_PvCF_2_10",1,"PvCF","D2",2,10,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_10","PvCF_D2_10_TR2","1_PvCF_2_10",1,"PvCF","D2",2,10,2,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_10","PvCF_D2_10_TR3","1_PvCF_2_10",1,"PvCF","D2",2,10,3,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",1.64,2.68,1.72,2.78,0.953488372093023,0.964028776978417,0.95,TRUE
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"squid","Cephalopoda","Doryteuthis opalescens",0.08,0.1,1.72,2.78,0.0465116279069767,0.0359712230215827,0.05,TRUE
"PvCF_D2_11","PvCF_D2_11_TR1","1_PvCF_2_11",1,"PvCF","D2",2,11,1,"prawn","Penaeus monodon","Penaeus monodon",0,0,1.72,2.78,0,0,0,TRUE
"PvCF_D3_01","PvCF_D3_01_TR1","1_PvCF_3_1",1,"PvCF","D3",3,1,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_01","PvCF_D3_01_TR1","1_PvCF_3_1",1,"PvCF","D3",3,1,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_01","PvCF_D3_01_TR1","1_PvCF_3_1",1,"PvCF","D3",3,1,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_01","PvCF_D3_01_TR2","1_PvCF_3_1",1,"PvCF","D3",3,1,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_01","PvCF_D3_01_TR2","1_PvCF_3_1",1,"PvCF","D3",3,1,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_01","PvCF_D3_01_TR2","1_PvCF_3_1",1,"PvCF","D3",3,1,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_01","PvCF_D3_01_TR3","1_PvCF_3_1",1,"PvCF","D3",3,1,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_01","PvCF_D3_01_TR3","1_PvCF_3_1",1,"PvCF","D3",3,1,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_01","PvCF_D3_01_TR3","1_PvCF_3_1",1,"PvCF","D3",3,1,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_02","PvCF_D3_02_TR1","1_PvCF_3_2",1,"PvCF","D3",3,2,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_02","PvCF_D3_02_TR1","1_PvCF_3_2",1,"PvCF","D3",3,2,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_02","PvCF_D3_02_TR1","1_PvCF_3_2",1,"PvCF","D3",3,2,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_03","PvCF_D3_03_TR1","1_PvCF_3_3",1,"PvCF","D3",3,3,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_03","PvCF_D3_03_TR1","1_PvCF_3_3",1,"PvCF","D3",3,3,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_03","PvCF_D3_03_TR1","1_PvCF_3_3",1,"PvCF","D3",3,3,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_03","PvCF_D3_03_TR2","1_PvCF_3_3",1,"PvCF","D3",3,3,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_03","PvCF_D3_03_TR2","1_PvCF_3_3",1,"PvCF","D3",3,3,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_03","PvCF_D3_03_TR2","1_PvCF_3_3",1,"PvCF","D3",3,3,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_03","PvCF_D3_03_TR3","1_PvCF_3_3",1,"PvCF","D3",3,3,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_03","PvCF_D3_03_TR3","1_PvCF_3_3",1,"PvCF","D3",3,3,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_03","PvCF_D3_03_TR3","1_PvCF_3_3",1,"PvCF","D3",3,3,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_04","PvCF_D3_04_TR1","1_PvCF_3_4",1,"PvCF","D3",3,4,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_04","PvCF_D3_04_TR1","1_PvCF_3_4",1,"PvCF","D3",3,4,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_04","PvCF_D3_04_TR1","1_PvCF_3_4",1,"PvCF","D3",3,4,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_05","PvCF_D3_05_TR1","1_PvCF_3_5",1,"PvCF","D3",3,5,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_05","PvCF_D3_05_TR1","1_PvCF_3_5",1,"PvCF","D3",3,5,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_05","PvCF_D3_05_TR1","1_PvCF_3_5",1,"PvCF","D3",3,5,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_05","PvCF_D3_05_TR2","1_PvCF_3_5",1,"PvCF","D3",3,5,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_05","PvCF_D3_05_TR2","1_PvCF_3_5",1,"PvCF","D3",3,5,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_05","PvCF_D3_05_TR2","1_PvCF_3_5",1,"PvCF","D3",3,5,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_05","PvCF_D3_05_TR3","1_PvCF_3_5",1,"PvCF","D3",3,5,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_05","PvCF_D3_05_TR3","1_PvCF_3_5",1,"PvCF","D3",3,5,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
