"SampleID","samplename","model_out_name","time","creek","station","station_num","biol","tech","diet_sp","P18S_taxon_assign","species_list","seal_1_actual_mass","seal_2_actual_mass","seal_1_total_mass","seal_2_total_mass","seal_1_actual_prop","seal_2_actual_prop","expected_prop","has_multiple_seals"
"PvCF_D3_05","PvCF_D3_05_TR3","1_PvCF_3_5",1,"PvCF","D3",3,5,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_06","PvCF_D3_06_TR1","1_PvCF_3_6",1,"PvCF","D3",3,6,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_06","PvCF_D3_06_TR1","1_PvCF_3_6",1,"PvCF","D3",3,6,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_06","PvCF_D3_06_TR1","1_PvCF_3_6",1,"PvCF","D3",3,6,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_07","PvCF_D3_07_TR1","1_PvCF_3_7",1,"PvCF","D3",3,7,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_07","PvCF_D3_07_TR1","1_PvCF_3_7",1,"PvCF","D3",3,7,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_07","PvCF_D3_07_TR1","1_PvCF_3_7",1,"PvCF","D3",3,7,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_07","PvCF_D3_07_TR2","1_PvCF_3_7",1,"PvCF","D3",3,7,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_07","PvCF_D3_07_TR2","1_PvCF_3_7",1,"PvCF","D3",3,7,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_07","PvCF_D3_07_TR2","1_PvCF_3_7",1,"PvCF","D3",3,7,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_07","PvCF_D3_07_TR3","1_PvCF_3_7",1,"PvCF","D3",3,7,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_07","PvCF_D3_07_TR3","1_PvCF_3_7",1,"PvCF","D3",3,7,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_07","PvCF_D3_07_TR3","1_PvCF_3_7",1,"PvCF","D3",3,7,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_08","PvCF_D3_08_TR1","1_PvCF_3_8",1,"PvCF","D3",3,8,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_08","PvCF_D3_08_TR1","1_PvCF_3_8",1,"PvCF","D3",3,8,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_08","PvCF_D3_08_TR1","1_PvCF_3_8",1,"PvCF","D3",3,8,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_08","PvCF_D3_08_TR2","1_PvCF_3_8",1,"PvCF","D3",3,8,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_08","PvCF_D3_08_TR2","1_PvCF_3_8",1,"PvCF","D3",3,8,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_08","PvCF_D3_08_TR2","1_PvCF_3_8",1,"PvCF","D3",3,8,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_08","PvCF_D3_08_TR3","1_PvCF_3_8",1,"PvCF","D3",3,8,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_08","PvCF_D3_08_TR3","1_PvCF_3_8",1,"PvCF","D3",3,8,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_08","PvCF_D3_08_TR3","1_PvCF_3_8",1,"PvCF","D3",3,8,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_09","PvCF_D3_09_TR1","1_PvCF_3_9",1,"PvCF","D3",3,9,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_09","PvCF_D3_09_TR1","1_PvCF_3_9",1,"PvCF","D3",3,9,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_09","PvCF_D3_09_TR1","1_PvCF_3_9",1,"PvCF","D3",3,9,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_09","PvCF_D3_09_TR2","1_PvCF_3_9",1,"PvCF","D3",3,9,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_09","PvCF_D3_09_TR2","1_PvCF_3_9",1,"PvCF","D3",3,9,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_09","PvCF_D3_09_TR2","1_PvCF_3_9",1,"PvCF","D3",3,9,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_09","PvCF_D3_09_TR3","1_PvCF_3_9",1,"PvCF","D3",3,9,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_09","PvCF_D3_09_TR3","1_PvCF_3_9",1,"PvCF","D3",3,9,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_09","PvCF_D3_09_TR3","1_PvCF_3_9",1,"PvCF","D3",3,9,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_10","PvCF_D3_10_TR1","1_PvCF_3_10",1,"PvCF","D3",3,10,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_10","PvCF_D3_10_TR1","1_PvCF_3_10",1,"PvCF","D3",3,10,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_10","PvCF_D3_10_TR1","1_PvCF_3_10",1,"PvCF","D3",3,10,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_10","PvCF_D3_10_TR2","1_PvCF_3_10",1,"PvCF","D3",3,10,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_10","PvCF_D3_10_TR2","1_PvCF_3_10",1,"PvCF","D3",3,10,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_10","PvCF_D3_10_TR2","1_PvCF_3_10",1,"PvCF","D3",3,10,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_10","PvCF_D3_10_TR3","1_PvCF_3_10",1,"PvCF","D3",3,10,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_10","PvCF_D3_10_TR3","1_PvCF_3_10",1,"PvCF","D3",3,10,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_10","PvCF_D3_10_TR3","1_PvCF_3_10",1,"PvCF","D3",3,10,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_11","PvCF_D3_11_TR1","1_PvCF_3_11",1,"PvCF","D3",3,11,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_11","PvCF_D3_11_TR1","1_PvCF_3_11",1,"PvCF","D3",3,11,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_11","PvCF_D3_11_TR1","1_PvCF_3_11",1,"PvCF","D3",3,11,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_12","PvCF_D3_12_TR1","1_PvCF_3_12",1,"PvCF","D3",3,12,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_12","PvCF_D3_12_TR1","1_PvCF_3_12",1,"PvCF","D3",3,12,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_12","PvCF_D3_12_TR1","1_PvCF_3_12",1,"PvCF","D3",3,12,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_13","PvCF_D3_13_TR1","1_PvCF_3_13",1,"PvCF","D3",3,13,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_13","PvCF_D3_13_TR1","1_PvCF_3_13",1,"PvCF","D3",3,13,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_13","PvCF_D3_13_TR1","1_PvCF_3_13",1,"PvCF","D3",3,13,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_13","PvCF_D3_13_TR2","1_PvCF_3_13",1,"PvCF","D3",3,13,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_13","PvCF_D3_13_TR2","1_PvCF_3_13",1,"PvCF","D3",3,13,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_13","PvCF_D3_13_TR2","1_PvCF_3_13",1,"PvCF","D3",3,13,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_13","PvCF_D3_13_TR3","1_PvCF_3_13",1,"PvCF","D3",3,13,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_13","PvCF_D3_13_TR3","1_PvCF_3_13",1,"PvCF","D3",3,13,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_13","PvCF_D3_13_TR3","1_PvCF_3_13",1,"PvCF","D3",3,13,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_14","PvCF_D3_14_TR1","1_PvCF_3_14",1,"PvCF","D3",3,14,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_14","PvCF_D3_14_TR1","1_PvCF_3_14",1,"PvCF","D3",3,14,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_14","PvCF_D3_14_TR1","1_PvCF_3_14",1,"PvCF","D3",3,14,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_14","PvCF_D3_14_TR2","1_PvCF_3_14",1,"PvCF","D3",3,14,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_14","PvCF_D3_14_TR2","1_PvCF_3_14",1,"PvCF","D3",3,14,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_14","PvCF_D3_14_TR2","1_PvCF_3_14",1,"PvCF","D3",3,14,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_14","PvCF_D3_14_TR3","1_PvCF_3_14",1,"PvCF","D3",3,14,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_14","PvCF_D3_14_TR3","1_PvCF_3_14",1,"PvCF","D3",3,14,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_14","PvCF_D3_14_TR3","1_PvCF_3_14",1,"PvCF","D3",3,14,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_15","PvCF_D3_15_TR1","1_PvCF_3_15",1,"PvCF","D3",3,15,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_15","PvCF_D3_15_TR1","1_PvCF_3_15",1,"PvCF","D3",3,15,1,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_15","PvCF_D3_15_TR1","1_PvCF_3_15",1,"PvCF","D3",3,15,1,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_15","PvCF_D3_15_TR2","1_PvCF_3_15",1,"PvCF","D3",3,15,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_15","PvCF_D3_15_TR2","1_PvCF_3_15",1,"PvCF","D3",3,15,2,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_15","PvCF_D3_15_TR2","1_PvCF_3_15",1,"PvCF","D3",3,15,2,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D3_15","PvCF_D3_15_TR3","1_PvCF_3_15",1,"PvCF","D3",3,15,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",3,2.88,3.8,3.42,0.789473684210526,0.842105263157895,0.8,TRUE
"PvCF_D3_15","PvCF_D3_15_TR3","1_PvCF_3_15",1,"PvCF","D3",3,15,3,"squid","Cephalopoda","Doryteuthis opalescens",0.2,0.18,3.8,3.42,0.0526315789473684,0.0526315789473684,0.05,TRUE
"PvCF_D3_15","PvCF_D3_15_TR3","1_PvCF_3_15",1,"PvCF","D3",3,15,3,"prawn","Penaeus monodon","Penaeus monodon",0.6,0.36,3.8,3.42,0.157894736842105,0.105263157894737,0.15,TRUE
"PvCF_D4_01","PvCF_D4_01_TR1","1_PvCF_4_1",1,"PvCF","D4",4,1,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_01","PvCF_D4_01_TR1","1_PvCF_4_1",1,"PvCF","D4",4,1,1,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_01","PvCF_D4_01_TR1","1_PvCF_4_1",1,"PvCF","D4",4,1,1,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_01","PvCF_D4_01_TR2","1_PvCF_4_1",1,"PvCF","D4",4,1,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_01","PvCF_D4_01_TR2","1_PvCF_4_1",1,"PvCF","D4",4,1,2,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_01","PvCF_D4_01_TR2","1_PvCF_4_1",1,"PvCF","D4",4,1,2,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_01","PvCF_D4_01_TR3","1_PvCF_4_1",1,"PvCF","D4",4,1,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_01","PvCF_D4_01_TR3","1_PvCF_4_1",1,"PvCF","D4",4,1,3,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_01","PvCF_D4_01_TR3","1_PvCF_4_1",1,"PvCF","D4",4,1,3,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_02","PvCF_D4_02_TR1","1_PvCF_4_2",1,"PvCF","D4",4,2,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_02","PvCF_D4_02_TR1","1_PvCF_4_2",1,"PvCF","D4",4,2,1,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_02","PvCF_D4_02_TR1","1_PvCF_4_2",1,"PvCF","D4",4,2,1,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_03","PvCF_D4_03_TR1","1_PvCF_4_3",1,"PvCF","D4",4,3,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_03","PvCF_D4_03_TR1","1_PvCF_4_3",1,"PvCF","D4",4,3,1,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_03","PvCF_D4_03_TR1","1_PvCF_4_3",1,"PvCF","D4",4,3,1,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_03","PvCF_D4_03_TR2","1_PvCF_4_3",1,"PvCF","D4",4,3,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_03","PvCF_D4_03_TR2","1_PvCF_4_3",1,"PvCF","D4",4,3,2,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_03","PvCF_D4_03_TR2","1_PvCF_4_3",1,"PvCF","D4",4,3,2,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_03","PvCF_D4_03_TR3","1_PvCF_4_3",1,"PvCF","D4",4,3,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_03","PvCF_D4_03_TR3","1_PvCF_4_3",1,"PvCF","D4",4,3,3,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_03","PvCF_D4_03_TR3","1_PvCF_4_3",1,"PvCF","D4",4,3,3,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_04","PvCF_D4_04_TR1","1_PvCF_4_4",1,"PvCF","D4",4,4,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_04","PvCF_D4_04_TR1","1_PvCF_4_4",1,"PvCF","D4",4,4,1,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_04","PvCF_D4_04_TR1","1_PvCF_4_4",1,"PvCF","D4",4,4,1,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_04","PvCF_D4_04_TR2","1_PvCF_4_4",1,"PvCF","D4",4,4,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_04","PvCF_D4_04_TR2","1_PvCF_4_4",1,"PvCF","D4",4,4,2,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_04","PvCF_D4_04_TR2","1_PvCF_4_4",1,"PvCF","D4",4,4,2,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_04","PvCF_D4_04_TR3","1_PvCF_4_4",1,"PvCF","D4",4,4,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_04","PvCF_D4_04_TR3","1_PvCF_4_4",1,"PvCF","D4",4,4,3,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_04","PvCF_D4_04_TR3","1_PvCF_4_4",1,"PvCF","D4",4,4,3,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_05","PvCF_D4_05_TR1","1_PvCF_4_5",1,"PvCF","D4",4,5,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_05","PvCF_D4_05_TR1","1_PvCF_4_5",1,"PvCF","D4",4,5,1,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_05","PvCF_D4_05_TR1","1_PvCF_4_5",1,"PvCF","D4",4,5,1,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_05","PvCF_D4_05_TR2","1_PvCF_4_5",1,"PvCF","D4",4,5,2,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_05","PvCF_D4_05_TR2","1_PvCF_4_5",1,"PvCF","D4",4,5,2,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_05","PvCF_D4_05_TR2","1_PvCF_4_5",1,"PvCF","D4",4,5,2,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_05","PvCF_D4_05_TR3","1_PvCF_4_5",1,"PvCF","D4",4,5,3,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
"PvCF_D4_05","PvCF_D4_05_TR3","1_PvCF_4_5",1,"PvCF","D4",4,5,3,"squid","Cephalopoda","Doryteuthis opalescens",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_05","PvCF_D4_05_TR3","1_PvCF_4_5",1,"PvCF","D4",4,5,3,"prawn","Penaeus monodon","Penaeus monodon",0.96,0.6,4.8,3,0.2,0.2,0.2,TRUE
"PvCF_D4_06","PvCF_D4_06_TR1","1_PvCF_4_6",1,"PvCF","D4",4,6,1,"capelin","Actinopteri","Mallotus villosus; Merluccius productus; Clupea pallasii; Oncorhynchus keta",2.88,1.8,4.8,3,0.6,0.6,0.6,TRUE
